,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year

5653,The Judge,Randy Singer,114943.0,34.82,7.2,2.87,1.04,1.82,"['Christmas', 'Fiction', 'Christian Fiction', 'Christian', 'Holiday', 'Suspense', 'Contemporary']",2005.0

5667,The List,Gregg Hurwitz,10924.0,58.85,6.88,2.77,0.87,1.9,"['Thriller', 'Fiction', 'Audiobook', 'Short Stories', 'Mystery', 'Suspense', 'Mystery Thriller']",2020.0

5678,The City of Dr Moreau,J. S. Barnes,89739.0,41.01,7.55,3.95,1.44,2.51,"['Horror', 'Fiction', 'Science Fiction', 'Retellings', 'Science Fiction Fantasy']",2021.0

5687,Outbreak,Melissa F. Olson,41165.0,42.77,8.18,3.35,1.26,2.09,"['Urban Fantasy', 'Fantasy', 'Vampires', 'Paranormal', 'Horror', 'Novella', 'Audiobook']",2018.0

5690,Free,Kristen Ashley,158968.0,46.47,8.5,2.63,0.77,1.85,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Shapeshifters', 'Werewolves']",2014.0

5712,Dead Ringer,Stacey Rourke,20162.0,60.41,6.95,2.13,0.92,1.22,"['Urban Fantasy', 'Werewolves']",2019.0

5713,The Best of R. A. Lafferty,R. A. Lafferty,142797.0,37.23,8.08,2.25,0.63,1.62,"['Science Fiction', 'Short Stories', 'Fantasy', 'Fiction', 'Speculative Fiction', 'Anthologies', 'Collections']",2019.0

5727,Death by Alphabet,Kristine Frost,71165.0,32.03,10.62,2.59,0.92,1.67,[],

5731,Into the Light,Christopher Johns,151296.0,47.68,7.19,2.94,1.04,1.9,"['Fantasy', 'Fiction', 'Magic', 'Action', 'Contemporary']",2019.0

5751,Deadly Intent,D. S. Butler,85550.0,42.89,9.82,3.24,1.26,1.98,[],2019.0

5761,Pisces,Alathia Morgan,40049.0,25.73,11.05,2.79,0.89,1.9,[],2019.0

5795,Nancy Drew: The Spider Saphire Mystery,Carolyn Keene,34823.0,45.26,8.04,2.98,1.1,1.88,[],

5796,Missy Goes to Hong Kong,P. G. Allison,104210.0,19.32,10.73,4.08,1.12,2.96,"['Fantasy', 'Urban Fantasy', 'Shapeshifters', 'Romance', 'Witches', 'Paranormal']",2020.0

5806,How She Fell,H. K. Christie,63843.0,28.67,10.33,2.6,0.75,1.85,[],2022.0

5809,Umtata,Brian Godfrey,68775.0,31.13,8.27,2.87,1.0,1.87,[],

5813,The Hardy Boys: One False Step,Franklin W. Dixon,30531.0,32.85,9.3,3.28,0.95,2.33,[],

5824,The Shining Sea,Koji Suzuki,79168.0,42.07,8.23,3.6,1.39,2.21,"['Fiction', 'Japanese Literature']",1993.0

5847,The Vault,Mark Dawson,58159.0,52.2,9.07,2.07,0.51,1.57,"['Thriller', 'Fiction', 'Audiobook', 'Espionage', 'British Literature', 'Historical Fiction']",2020.0

5851,Hear Me,Julie North,77858.0,65.25,7.34,2.63,0.94,1.69,[],

5853,Dead Astronauts,Jeff Vandermeer,64472.0,68.95,6.69,2.48,0.23,2.24,[],

5861,The Rebel and the Thief,Jan-Philipp Sendker,71242.0,49.79,8.56,2.79,0.9,1.89,[],

5867,The Winter Mystery,Faith Martin,69848.0,49.25,7.58,4.96,2.51,2.44,"['Mystery', 'Cozy Mystery', 'Fiction', 'Crime', 'Christmas', 'British Literature', 'Mystery Thriller']",2011.0

5872,Pendragon: The Reality Bug,D. J. MacHale,108607.0,44.74,9.11,2.77,0.97,1.8,"['Fantasy', 'Young Adult', 'Science Fiction', 'Fiction', 'Adventure', 'Childrens', 'Middle Grade']",2003.0

5891,What She Didnt See,Heather Wynter,29894.0,43.71,8.17,2.19,0.36,1.83,[],

5899,Cradle,Arthur C. Clarke,141304.0,46.69,7.12,3.47,1.52,1.96,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Space', 'Novels', 'Adult']",1987.0

5914,G-Man,Stephen Hunter,138533.0,45.62,7.63,2.94,0.79,2.15,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Historical Fiction', 'Suspense', 'Action']",2017.0

5924,Warrior,Terry Brooks,31907.0,38.73,8.72,3.29,1.03,2.26,"['Fantasy', 'Fiction', 'Short Stories', 'High Fantasy', 'Urban Fantasy']",2018.0

5928,The Friend,Dorothy Koomson,147959.0,33.63,10.37,3.46,1.31,2.15,"['Fiction', 'Mystery', 'Contemporary', 'Thriller', 'Crime', 'Adult', 'Psychological Thriller']",2017.0

5932,Bobby Hall,This Bright Future,121867.0,33.35,10.12,2.89,0.67,2.22,[],

5978,Resurgence,Joshua James,54122.0,48.18,8.95,3.19,1.1,2.1,[],2020.0

5981,First Lensman,Edward E. Smith,98399.0,33.8,9.08,4.74,2.1,2.64,[],

5987,The Schooldays of Jesus,J. M. Coetzee,74992.0,39.39,9.73,2.78,0.74,2.05,"['Fiction', 'South Africa', 'Literature', 'Nobel Prize', 'Africa', 'Literary Fiction', 'Novels']",2016.0

6015,Tempest,Mark Dawson,87559.0,43.59,9.19,2.2,0.53,1.68,"['Fiction', 'Action', 'Thriller', 'Amazon']",2019.0

6020,Haunted Moon,J. R. Rain & Matthew S. Cox,69393.0,46.07,7.66,3.22,1.33,1.89,[],2019.0

6021,Fallout,Sara Paretsky,137182.0,45.52,8.47,2.38,0.76,1.62,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Thriller', 'Detective']",2017.0

6026,Winterborn,Sherrilyn Kenyon,20983.0,41.92,8.51,3.08,1.15,1.93,[],

6062,Point of View,Patrick Bard,34523.0,48.2,7.73,3.08,1.21,1.87,"['Young Adult', 'Sexuality', 'Realistic Fiction', 'Fiction', 'Contemporary', 'Teen', 'Technology']",2019.0

6063,Out of the Silent Planet,C. S. Lewis,55602.0,47.48,7.89,3.72,1.27,2.45,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Christian', 'Christian Fiction', 'Science Fiction Fantasy']",1938.0

6065,Hunter Killer,A. P. Bateman,72336.0,50.35,8.01,3.18,1.29,1.89,[],2021.0

6088,Hangman,Faye Kellerman,122869.0,38.63,10.3,2.76,0.79,1.97,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2010.0

6105,Raven,Tim Reiterman & John Jacobs,269125.0,37.0,5.96,2.67,1.15,1.52,[],

6119,A Knight of the Seven Kingdoms,George R. R. Martin,104449.0,72.57,7.85,2.26,0.46,1.8,"['Fantasy', 'Fiction', 'Short Stories', 'Audiobook', 'Adventure', 'High Fantasy', 'Epic Fantasy']",2013.0

6139,What Hell Is Not,Alessandro D'Avenia,84447.0,45.82,9.18,2.61,0.59,2.01,[],

6160,Embedded,Kristine Kathryn Rusch,7207.0,33.89,8.82,3.3,1.11,2.19,[],2015.0

6206,Forsaken,Greg Weisman,90395.0,35.26,8.56,4.12,1.74,2.39,"['Fantasy', 'Fiction', 'Magic']",2019.0

6223,Pandemic,Robin Cook,123730.0,32.12,9.71,3.51,1.61,1.91,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Audiobook', 'Science Fiction', 'Suspense']",2018.0

6224,Save Her Child,C. J. Lyons,85973.0,35.35,8.21,3.01,0.82,2.19,"['Suspense', 'Mystery', 'Thriller', 'Crime']",2021.0

6229,Caught Dead,Stacey Rourke,20915.0,70.07,6.02,2.04,0.87,1.17,['Urban Fantasy'],2019.0

6234,Nancy Drew: Mystery of the Moss Covered Mansion,Carolyn Keene,34353.0,45.02,8.25,2.76,1.07,1.69,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1941.0

6235,"When You Wonder, You're Learning",Gregg Behr & Ryan Rydzewski,65378.0,30.39,7.3,3.07,1.1,1.97,"['Parenting', 'Nonfiction', 'Education', 'Audiobook', 'Science']",2021.0

6240,37,David Achord,125847.0,38.24,8.57,2.92,1.12,1.8,[],2019.0

6254,No Remorse,Robert Crouch,82068.0,63.07,6.72,1.84,0.3,1.54,[],2018.0

6259,The Exile's Curse,M. J. Scott,110694.0,39.98,9.67,3.19,1.09,2.09,"['Fantasy', 'Romance', 'Paranormal', 'Magic', 'Fiction', 'Historical', 'Historical Romance']",2021.0

6264,The Good Wife,Jane A. Adams,70952.0,27.95,10.18,3.87,1.27,2.61,[],2020.0

6266,The Red House,Derek Lambert,92568.0,53.56,7.38,2.81,0.99,1.83,[],1972.0

6269,Nemesis,Anthony Riches,100638.0,42.41,6.88,3.09,1.37,1.72,[],2021.0

6310,The Ruin Of Snow,Lacy Shweidan,114487.0,49.53,8.6,2.1,0.44,1.66,[],

6316,House of Fear and Freedom,Kimberly J. Ward,101775.0,65.29,6.88,3.26,1.44,1.82,[],

6324,397 Journal Writing Prompts & Ideas,Scott Green,8101.0,30.07,10.69,3.0,0.79,2.21,[],

6333,Cole Mine,Michael Maxwell,70541.0,39.96,8.4,2.8,0.93,1.87,[],

6342,Scream Ride,D. I. Russell,88934.0,72.72,4.84,1.68,0.67,1.01,['Horror'],2020.0

6349,Special Agent,Dan Arnold,86286.0,30.54,10.1,2.62,0.88,1.73,[],2020.0

6350,Hunters of Dune,Brian Herbert & Kevin J. Anderson,144575.0,45.82,6.87,2.93,1.13,1.79,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Space Opera', 'Audiobook', 'Classics']",2006.0

6370,Scales of Ash and Smoke,Emily Schneider,102881.0,62.11,6.41,2.26,0.95,1.31,"['Fantasy', 'Dragons', 'Romance', 'Young Adult', 'Fantasy Romance', 'Young Adult Fantasy', 'Adventure']",2021.0

6419,100 Miles and Vampin',C. T. Phipps,78100.0,35.6,9.18,3.09,1.23,1.85,"['Urban Fantasy', 'Fantasy', 'Vampires', 'Humor', 'Audiobook', 'Paranormal']",2018.0

6431,The Failures of Sherlock Holmes,Annette Siketa,60317.0,33.66,8.39,4.06,1.59,2.48,[],

6437,The Target,Brad Taylor,22088.0,37.28,8.54,2.61,0.8,1.81,"['Thriller', 'Fiction', 'Short Stories', 'Action', 'Espionage', 'Audiobook', 'Crime']",2016.0

6452,The State and Revolution,V. I. Lenin,36428.0,14.61,5.73,3.25,1.66,1.59,[],2022.0

6453,Claimed,J. R. Ward,108190.0,52.2,8.59,2.58,0.65,1.93,"['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Vampires', 'Shapeshifters']",2021.0

6458,Surrender,Ray Loriga,46949.0,35.42,8.92,3.5,1.01,2.5,"['Fiction', 'Science Fiction', 'Dystopia', 'Novels', 'Spanish Literature', 'Fantasy', 'Drama']",2017.0

6478,The Life,Lisa Ann,94806.0,27.01,8.81,3.35,1.06,2.29,"['Biography', 'Pornography', 'Nonfiction']",2015.0

6479,Just Kill Them,Michael Lesse,78885.0,31.47,9.95,3.35,1.21,2.14,[],

6483,Warlock,Dean Koontz,55715.0,58.61,7.35,2.92,1.06,1.87,"['Horror', 'Science Fiction', 'Fantasy', 'Fiction']",1972.0

6484,Spellbound,Kelley Armstrong,91922.0,35.04,9.56,2.91,0.79,2.12,[],

6489,Children of the White Star,Linda Thackery,96768.0,36.83,7.98,2.72,0.97,1.76,[],

6499,Captive,Ann Voss Peterson,48250.0,45.42,9.37,2.56,0.67,1.89,[],2020.0

6510,Twenty,James Grippando,95837.0,31.63,8.59,2.27,0.85,1.43,"['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Suspense', 'Mystery Thriller', 'Crime']",2021.0

6518,The Blood of Saints,Nick Dorsey,100482.0,47.97,8.14,2.35,0.57,1.78,[],

6533,Her Sisters,V. J. Chambers,77997.0,35.51,10.55,3.49,1.08,2.41,['Mystery'],2018.0

6538,Petra's Ghost,C. S. O'Cinneide,84781.0,66.21,6.53,2.56,0.84,1.71,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'Paranormal', 'Fantasy', 'Travel']",2019.0

6549,Fear That Man,Dean Koontz,45498.0,64.2,7.16,3.1,1.26,1.84,"['Horror', 'Science Fiction', 'Fiction', 'Fantasy']",1969.0

6559,Humble Beginnings,Greg Alldredge,69001.0,42.23,7.47,2.2,0.74,1.46,[],2020.0

6564,Influencer,Daniel Hurst,71683.0,35.75,9.65,3.68,1.12,2.56,"['Thriller', 'Fiction', 'Mystery']",2020.0

6581,Backlash,Blair Howard,49696.0,34.38,9.33,3.36,0.78,2.58,[],2021.0

6582,Mark of Fate,K. T. Webb,98622.0,31.96,8.92,2.45,0.93,1.53,[],2020.0

6583,Mountain Ghost,Christoffer Petersen,63413.0,48.84,6.71,2.17,0.43,1.75,[],

6602,Bay of Killers,Paul Sinclair,82690.0,42.97,7.85,3.04,1.09,1.95,[],

6603,All Eyes On Her,L. E. Flynn,86993.0,37.59,10.03,3.02,0.93,2.09,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Suspense']",2020.0

6629,Where There's Smoke,Cathy Cole,90382.0,44.98,8.88,2.28,0.57,1.71,[],2017.0

6650,Kings of Fate,A. E. Rayne,42162.0,53.34,7.92,3.04,1.06,1.98,"['Fantasy', 'Fiction']",2020.0

6657,Death at Dawn,Arthur Day,120651.0,42.03,8.42,2.97,1.05,1.92,[],2019.0

6665,Martinez,Alan Lee,56294.0,52.36,7.56,2.03,0.46,1.57,[],2021.0

6669,The Fellowship of the Ring,J. R. R. Tolkien,185323.0,52.89,7.65,3.13,0.88,2.25,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']",1954.0

6683,No Safe Place,Jack Slater,86777.0,33.79,9.11,2.93,0.78,2.15,[],2019.0

6702,Exodus,Nicholas Sansbury Smith & Anthony Melchiorri,101698.0,64.01,6.89,2.3,0.77,1.53,"['Science Fiction', 'Aliens', 'Audiobook', 'Fantasy', 'Post Apocalyptic', 'Fiction', 'Dystopia']",2018.0

6710,The Darwin Variant,Kenneth Johnson,129430.0,49.76,6.5,3.9,1.9,2.0,"['Science Fiction', 'Horror', 'Fiction', 'Thriller', 'Dystopia']",2018.0

6717,Silence,Sara Dalton,57157.0,38.85,7.27,2.08,0.64,1.44,['Crime'],2018.0

6718,Pendragon: Black Water,D. J. MacHale,119032.0,51.25,8.92,2.72,1.08,1.64,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Middle Grade']",2004.0

6721,"Emergence, Infection",J. T. Sawyer,52037.0,57.9,5.67,2.51,0.72,1.79,"['Zombies', 'Post Apocalyptic', 'Horror', 'Action', 'Amazon', 'Survival', 'Fiction']",2017.0

6735,Lunch with the Do-Nothings at the Tammy Dinette,Killian B Brewer,69799.0,61.34,6.17,2.36,0.79,1.57,"['M M Romance', 'LGBT', 'Romance', 'Contemporary', 'Fiction', 'Gay', 'Abuse']",2017.0

6749,Total Power,Vince Flynn & Kyle Mills,98598.0,42.49,8.85,2.97,1.31,1.65,"['Fiction', 'Thriller', 'Audiobook', 'Mystery', 'Mystery Thriller', 'Action', 'Espionage']",2020.0

6751,The Third Bear,Jeff Vandermeer,96070.0,54.21,7.56,2.63,0.7,1.92,[],

6759,Line Of Control,Tom Clancy,110530.0,41.57,9.06,2.53,1.07,1.47,"['Fiction', 'Thriller', 'Military Fiction', 'Adventure', 'Action', 'Espionage', 'War']",2001.0

6760,You Can't Run,Hope E. Davis,71830.0,34.75,9.26,3.71,1.36,2.36,[],2021.0

6769,In My Life,Alan Johnson,64261.0,44.81,7.41,2.69,1.07,1.61,"['Nonfiction', 'Biography', 'Music', 'History', 'Autobiography']",2018.0

6788,Perfect Crime,Helen Fields,113176.0,37.06,9.85,3.21,1.27,1.93,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Audiobook', 'Mystery Thriller', 'Scotland']",2019.0

6797,The Hardy Boys: Three-Ring Terror,Franklin W. Dixon,30596.0,41.5,7.45,2.61,0.93,1.69,[],

6805,Stake,Kevin J. Anderson,89581.0,58.22,7.34,2.47,0.87,1.61,"['Fantasy', 'Urban Fantasy', 'Mystery', 'Humor', 'Horror', 'Fiction', 'Zombies']",2012.0

6806,Fortress of Owls,C. J. Cherryh,156566.0,39.33,7.48,2.92,0.75,2.17,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Magic']",1999.0

6824,Jack O'Donnell,Lily Poole,85512.0,75.16,5.37,1.62,0.53,1.09,[],

6837,Second Chance,Nathan Hystad,121882.0,43.83,8.81,2.18,0.73,1.46,"['Science Fiction', 'Audiobook']",2022.0

6866,My Lover's Lover,Maggie O'Farrell,80291.0,74.99,7.17,2.77,0.86,1.91,[],

6867,Hero,Michael Grant,97343.0,51.7,8.37,3.07,1.07,2.0,"['Young Adult', 'Science Fiction', 'Fantasy', 'Dystopia', 'Horror', 'Fiction', 'Thriller']",2019.0

6870,Congo Journey,Redmond O'Hanlon,202914.0,74.84,6.02,2.1,0.65,1.45,[],

6873,Northern Light,Christopher Petersen,65083.0,43.27,7.29,1.99,0.54,1.45,[],

6875,King's Gambit,George C. Chesbro,46190.0,39.93,8.3,3.45,1.67,1.78,[],1976.0

6904,The Hardy Boys: Cross-country Crime,Franklin W. Dixon,31549.0,44.59,7.54,2.55,0.66,1.89,[],

6924,Keepers,Brenda Cooper,139146.0,52.41,7.8,2.74,0.92,1.82,['Science Fiction'],2018.0

6933,Lucky,Jonathan Allen & Amie Parnes,159772.0,24.28,7.27,2.22,0.97,1.25,"['Politics', 'Nonfiction', 'History', 'Biography', 'American History', 'Presidents', 'The United States Of America']",2021.0

6936,A Society in Decay,D. K. Holmberg,82898.0,26.95,11.36,2.83,0.97,1.86,['Fantasy'],2022.0

6937,Invisible,James Patterson & David Ellis,80464.0,42.85,8.71,3.02,0.95,2.07,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Audiobook', 'Mystery Thriller']",2014.0

6973,Kairos,Gwyneth Jones,96095.0,55.52,9.13,2.94,1.22,1.72,"['Science Fiction', 'Fiction', 'Speculative Fiction']",1988.0

6977,Time is a Killer,Michael Bussi,133934.0,49.34,7.76,2.51,0.83,1.68,[],

6979,The Thing on the Doorstep,H. P. Lovecraft,10747.0,31.8,8.04,3.9,1.9,2.0,[],2022.0

6995,The Spear of Malice,R. S. Ford,94121.0,49.47,8.33,2.3,0.71,1.59,"['Fantasy', 'Fiction']",2021.0

7005,Children of the Aris,T. R. Harris,43371.0,34.01,9.15,3.0,0.77,2.23,[],2020.0

7006,Salt Slow,Julie Armfield,47689.0,77.25,5.73,2.35,1.16,1.2,[],

7007,Graveyard Shift,Melissa Yi,54622.0,44.52,8.13,2.88,0.91,1.97,['Mystery Thriller'],2019.0

7023,The Other Woman,Jane Adams,65644.0,45.35,8.19,3.35,1.14,2.21,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'British Literature']",1997.0

7025,Conflict of Interest,Jenna Bennett,89614.0,33.59,10.14,2.92,0.81,2.11,"['Mystery', 'Cozy Mystery']",2019.0

7027,The Hardy Boys: Trouble Times Two,Franklin W. Dixon,29034.0,41.03,7.91,2.94,1.0,1.95,[],

7028,Peace on Earth,Stanislaw Lem,70528.0,46.5,8.21,3.15,1.11,2.04,"['Science Fiction', 'Fiction', 'Polish Literature', 'Novels', 'Science Fiction Fantasy', 'Fantasy', 'Speculative Fiction']",1987.0

7067,Burn Town,Jennifer McMahon,86163.0,66.05,7.8,2.51,0.65,1.86,[],

7082,Within the Shadows,J. D. MCG,79050.0,33.03,8.21,2.32,0.7,1.62,[],

7083,Secrets in Death,J. D. Robb,102114.0,43.08,8.12,2.69,0.85,1.84,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense']",2017.0

7102,Warlock,Glen Cook,81371.0,33.34,8.95,2.82,0.92,1.9,"['Fantasy', 'Science Fiction', 'Fiction', 'Dark Fantasy', 'Science Fiction Fantasy']",1985.0

7111,Aparitions,Noel Scanlon,55559.0,57.44,8.39,2.95,1.34,1.61,[],

7114,The Golden Age and Other Stories,Naomi Novik,42831.0,41.66,7.71,3.92,1.66,2.26,[],

7115,How to Rule an Empire and Get Away With It,K. J. Parker,93914.0,34.77,9.69,3.76,1.38,2.38,"['Fantasy', 'Fiction', 'Historical Fiction', 'Humor', 'Science Fiction Fantasy', 'Comedy', 'Epic Fantasy']",2020.0

7125,Slow Burn,Stephen Leather,135146.0,43.56,9.17,2.54,0.76,1.78,"['Thriller', 'Fiction', 'Crime', 'Amazon']",2020.0

7130,Useless Bay,Mary Jane Beaufrand,42941.0,50.63,9.5,2.84,0.68,2.16,[],

7131,The Hundred,Jason Anspach & Nick Cole,108591.0,49.64,7.27,2.37,0.78,1.59,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Science Fiction', 'Audiobook']",2020.0

7148,Weaponized,Neal Asher,162214.0,51.78,6.83,3.47,1.26,2.22,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Military Fiction', 'Hard Science Fiction', 'Science Fiction Fantasy']",2022.0

7162,Permutation,Patty Jansen,23072.0,37.42,9.77,3.06,0.79,2.27,[],2020.0

7166,Max Abaddon and the Long Bite,Justin S. Leslie,79772.0,48.95,7.14,2.9,1.28,1.62,[],2022.0

7224,Call to Treason,Tom Clancy,109609.0,33.63,9.55,2.34,0.89,1.46,"['Fiction', 'Thriller', 'Espionage', 'Adventure', 'Military Fiction', 'Action', 'Suspense']",2004.0

7233,Endurance,Brunoo Miller,42029.0,43.12,8.19,2.82,1.0,1.82,[],

7246,Such A Pretty Smile,Kristi Demeester,94144.0,52.1,7.97,2.58,0.69,1.89,[],

7277,Squid's Grief,D. K. Mok,100295.0,69.19,7.72,2.9,1.52,1.39,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy']",2016.0

7278,Dark Star,T. J. Green,89244.0,44.29,8.97,3.6,1.31,2.29,['Witches'],2021.0

7290,Red Sister,Mark Lawrence,168805.0,60.31,6.19,2.2,0.51,1.68,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']",2017.0

7297,Sword of Darkness,Sherrilyn Kenyon,82163.0,43.03,8.46,2.98,0.98,2.0,"['Romance', 'Fantasy', 'Paranormal Romance', 'Paranormal', 'Historical Romance', 'Historical', 'Time Travel']",2006.0

7301,Fox in the Hen House,James Lawson,21282.0,45.54,8.2,2.48,1.0,1.48,[],

7302,Kingdom of Gods,F. Stone,104123.0,43.73,7.85,2.7,1.15,1.55,[],2019.0

7329,Second Star To The Right,Mary Alice Monroe,100584.0,56.38,6.95,3.09,1.11,1.99,"['Fantasy', 'Magical Realism', 'Fiction', 'Audiobook', 'Romance', 'Contemporary', 'Contemporary Romance']",1999.0

7338,Snowflake,Heide Goody & Iain Grant,99170.0,50.11,8.66,3.1,1.22,1.88,"['Comedy', 'Young Adult', 'Fantasy', 'Fiction', 'Contemporary']",2018.0

7356,Leave It To Psmith,P. G. Wodehouse,90897.0,36.36,8.47,3.72,1.73,1.99,[],

7362,When the Evil Waits,M. J. Lee,80576.0,34.58,9.22,2.65,0.85,1.8,"['Crime', 'Thriller', 'Mystery', 'Fiction', 'Murder Mystery', 'Mystery Thriller']",2021.0

7363,One for the Road,Mary Ellis,71580.0,55.73,7.32,2.61,0.75,1.87,"['Mystery', 'Cozy Mystery', 'Fiction']",2021.0

7375,The Survivors of the Chancellor,Jules Verne,52991.0,45.48,8.04,3.53,1.48,2.05,[],

7389,Captive,Tony Park,95148.0,50.55,7.72,2.39,0.69,1.7,"['Thriller', 'Africa', 'Fiction', 'Adventure']",2018.0

7396,Bloom,Kenneth Oppel,68263.0,67.6,7.63,3.26,1.19,2.06,"['Science Fiction', 'Middle Grade', 'Young Adult', 'Horror', 'Fantasy', 'Fiction', 'Adventure']",2020.0

7402,Mercy,Andrea Dworkin,135105.0,44.04,9.71,2.66,0.55,2.1,"['Feminism', 'Fiction', 'The United States Of America', 'Gender Studies', 'Novels', 'LGBT']",1990.0

7425,Timeless,R. A. Salvatore,117172.0,43.4,5.99,3.55,1.4,2.15,"['Fantasy', 'Forgotten Realms', 'Fiction', 'Dungeons and Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook']",2018.0

7429,Spells Trouble,P. C. Cast & Kristin Cast,90915.0,71.16,6.57,2.66,1.03,1.63,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Magic', 'Fiction', 'Young Adult Fantasy']",2021.0

7430,The Hardy Boys: Trick-or-Trouble,Franklin W. Dixon,30113.0,49.25,6.84,2.32,0.71,1.6,[],

7437,Mr. Nice,John NIcholl,67408.0,37.72,9.52,3.08,1.1,1.98,[],

7439,Regrettable Things That Happenened Yesterday,Jennani Durai,42020.0,32.2,8.09,3.97,1.63,2.34,[],

7443,The Forbidden Place,Suzanne Jansson,66632.0,46.87,8.63,3.36,1.05,2.31,[],

7463,The Shrine,L. J. Ross,51977.0,36.11,8.46,3.19,1.13,2.06,"['Mystery', 'Crime', 'Fiction', 'Detective', 'Thriller', 'Audiobook', 'British Literature']",2020.0

7467,I Am Karma,Davie J. Toothill,103570.0,31.2,10.44,2.64,0.88,1.76,[],

7495,Good Guys,Steven Brust,79305.0,29.14,9.95,3.44,0.81,2.64,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Science Fiction', 'Superheroes', 'Magic']",2018.0

7505,And the Killer Is,G. A. McKevett,80026.0,46.59,8.27,2.94,1.15,1.8,"['Mystery', 'Cozy Mystery', 'Fiction', 'Crime', 'Adult Fiction', 'Humor']",2020.0

7507,Finding Eva,J. A. Baker,89963.0,50.01,8.22,3.26,1.16,2.1,['Thriller'],2018.0

7512,Wildfire,Nick Oldham,79301.0,45.65,7.52,3.43,1.31,2.11,[],2020.0

7518,Trojan,Brandon Clark,81100.0,53.94,7.18,2.55,0.94,1.6,[],2019.0

7519,When We Were Very Young,A. A. Milne,6974.0,75.07,7.77,3.23,0.62,2.61,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Picture Books']",1924.0

7522,Brontomek,Michael Coney,88472.0,47.09,7.4,3.8,1.78,2.02,"['Science Fiction', 'Speculative Fiction']",1976.0

7531,The Voiceless,Faye Kellerman,2534.0,62.4,7.7,2.37,0.67,1.7,[],

7533,Before He Stalks,Blake Piecre,60343.0,30.24,8.92,3.29,1.12,2.17,[],

7543,Can't Let Go,Alison Grey,52737.0,29.43,10.41,3.63,1.14,2.49,"['Thriller', 'Mystery Thriller', 'Mystery']",2019.0

7554,Don't Look,Alexandra Ivy,99971.0,45.41,9.28,2.6,1.04,1.55,"['Romantic Suspense', 'Mystery', 'Romance', 'Thriller', 'Suspense', 'Contemporary', 'Fiction']",2020.0

7557,Either Or,Elif Bautuman,106416.0,33.31,9.76,3.68,1.34,2.34,[],

7558,Great Kills,Kevin Fox,89072.0,46.2,8.42,2.72,0.9,1.82,[],2019.0

7579,Liar Liar,M. J. Arlidge,96270.0,37.7,9.32,3.95,1.38,2.57,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Detective']",2015.0

7584,The Tower of Zhaal,C. T. Phipps,90008.0,39.42,8.59,2.44,0.58,1.85,"['Horror', 'Fantasy', 'Lovecraftian', 'Post Apocalyptic', 'Audiobook', 'Dystopia']",2017.0

