,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
1924,Savage Worlds,Ciara Graves,55020.0,41.79,8.64,2.9,0.94,1.96,[],2019.0

1928,Serpent Crescent,Vivian de Klerk,91947.0,55.35,7.16,3.63,1.47,2.16,[],

1955,The Book of Mother,Violaine Huisman,43615.0,40.38,8.09,3.0,0.95,2.05,"['Fiction', 'Literary Fiction', 'France', 'Contemporary', 'Mental Health', 'Psychology', 'Womens']",2018.0

1965,Afraid,J. A. Konrath,88749.0,58.85,6.8,2.6,0.71,1.89,[],2021.0

1977,Saggitarius,Alathia Morgan,29890.0,25.59,10.6,2.82,0.99,1.83,[],

1988,"The Astonishing Life of Octavian Nothing, Volume 1: The Pox Party",M. T. Anderson,70989.0,52.83,6.26,2.29,0.63,1.67,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Teen', 'Fantasy', 'Audiobook']",2006.0

1989,The Mentor,Rebecca Forster,114638.0,32.92,9.87,2.89,0.93,1.96,['Mystery'],1998.0

1992,Blood Awakens,Jessica Willis,132541.0,44.25,8.14,3.19,1.21,1.98,[],

1998,Unexpected,Lori Foster,81606.0,45.46,8.37,3.6,1.17,2.43,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Fiction', 'Chick Lit', 'Adult']",1999.0

1999,Blood of Gods,David Dalglish & Robert J. Duperre,200391.0,62.01,5.94,2.69,0.95,1.75,[],

2010,Ink,Jonathan Maberry,124707.0,57.91,7.05,2.85,0.93,1.91,"['Horror', 'Fiction', 'Thriller', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Audiobook']",2020.0

2019,The Exiled,Frost Kay,57096.0,62.33,7.33,2.66,1.01,1.65,"['Fantasy', 'Dystopia', 'Romance', 'Post Apocalyptic', 'Young Adult', 'Paranormal', 'Shapeshifters']",2019.0

2023,The Blood of the Fifth Knight,E. M. Powell,98105.0,56.31,6.68,2.44,0.5,1.95,"['Historical Fiction', 'Historical', 'Fiction', 'Mystery', 'Medieval', 'British Literature', 'Thriller']",2015.0

2047,Empire Reborn,A. K. Duboff,109396.0,26.29,9.65,3.19,1.05,2.14,[],

2051,Curse of Iron,D. D. Miers & Graceley Knox,60239.0,46.87,7.69,2.4,0.77,1.63,[],

2066,The Voyage of the Dawn Treader,C. S. Lewis,52908.0,49.69,8.54,3.56,0.91,2.65,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Adventure', 'Christian']",1952.0

2075,Fierce Conversations,Susan Craig Scott,72975.0,23.87,8.81,3.13,1.24,1.89,[],

2101,Nightflyers & Other Stories,George R. R. Martin,96483.0,50.48,7.91,3.43,1.3,2.13,"['Science Fiction', 'Short Stories', 'Horror', 'Fiction', 'Fantasy', 'Anthologies', 'Thriller']",2018.0

2113,Famine,Graham Masterton,130551.0,53.96,8.39,2.89,1.01,1.88,"['Horror', 'Thriller', 'Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Dystopia', 'Science Fiction']",1981.0

2171,Evil Comes,James Wright,59108.0,46.57,6.82,2.48,0.97,1.51,[],2019.0

2176,The House,Tom Watson,92273.0,47.67,8.08,2.51,0.7,1.81,"['Mystery', 'Fiction']",2020.0

2192,A Power Awakened,D. K. Holmberg,131021.0,27.97,12.31,2.44,0.64,1.8,['Fantasy'],2020.0

2194,The Wolf,Alex Grecian,104819.0,51.45,7.54,2.33,0.6,1.73,"['Mystery', 'Fiction', 'Thriller', 'Historical Fiction', 'Suspense', 'Crime', 'Mystery Thriller']",2018.0

2197,Credible Threat,J. A. Jance,97633.0,35.51,8.74,3.04,1.08,1.96,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Suspense', 'Mystery Thriller', 'Adult']",2020.0

2203,Paradox,Catherine Coulter,104647.0,48.9,8.54,2.97,0.92,2.05,"['Mystery', 'Thriller', 'Suspense', 'Fiction', 'Mystery Thriller', 'Crime', 'Romance']",2018.0

2220,Past Rites,Claire Stibbe,89541.0,62.48,7.63,2.22,0.6,1.61,[],

2231,"Bullies, Bastards & Bitches",Jessica Morrell,99158.0,30.79,7.28,3.28,1.2,2.07,"['Writing', 'Nonfiction', 'Reference', 'How To', 'Research', 'Crafts', 'Adult']",2008.0

2236,Hawthorne,Anthea Sharp,55396.0,53.96,7.05,3.19,1.26,1.93,"['Fantasy', 'Romance', 'Fantasy Romance', 'Elves', 'Fiction', 'Young Adult']",2019.0

2261,Goosebumps: The Curse of the Mummy's Tomb,R. L. Stine,25013.0,63.19,6.74,3.24,1.49,1.76,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']",1993.0

2265,Mortal Remains,Christopher Evans,99976.0,48.83,8.52,3.21,1.45,1.77,"['Science Fiction', 'Cyberpunk']",1995.0

2271,The Ghost Dragon's Daughter,Beth Bernobich,14299.0,55.09,6.12,2.81,0.62,2.19,"['Fantasy', 'Dragons', 'Short Stories', 'Young Adult', 'Science Fiction']",2015.0

2276,Mafdet's Claws,N. D. Jones,101038.0,42.22,8.11,2.4,0.51,1.89,['Fantasy'],2021.0

2285,The Dark and Its Charms,V. J. Chambers,56146.0,36.42,10.44,3.19,1.0,2.19,[],2021.0

2287,The Golden Road,L. M. Montgomery,75862.0,46.54,9.23,3.79,1.3,2.49,[],

2304,The Fallen,Eric Van Lustbader,109720.0,52.45,7.73,3.11,1.12,1.99,"['Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Supernatural', 'Historical Fiction', 'Action']",2017.0

2308,Good Company,Arthur M. Blank,63322.0,26.78,7.68,2.54,0.93,1.61,[],

2314,Pendragon: The Merchant of Death,D. J. MacHale,117075.0,41.3,9.6,3.05,0.99,2.06,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Middle Grade', 'Childrens']",2002.0

2331,The Doll,Yrsa Sigurdardottir,126326.0,36.02,10.4,3.18,1.27,1.91,"['Crime', 'Mystery', 'Fiction', 'Nordic Noir', 'Thriller', 'Audiobook', 'Horror']",2018.0

2334,Deadline,Dean Crawford,65635.0,35.37,8.24,3.02,1.15,1.87,[],2018.0

2336,The Hardy Boys: The Robot's Revenge,Franklin W. Dixon,31522.0,48.91,7.13,2.92,1.19,1.74,[],

2340,The Assistant's Secret,Emerald O'Brien,71851.0,46.91,8.08,2.07,0.46,1.61,[],

2351,In Her Shadow,Kristen Miller,97648.0,53.73,8.82,2.85,1.0,1.86,[],

2352,All the Queen's Men,S. J. Bennett,92487.0,39.71,9.53,3.57,1.51,2.06,"['Mystery', 'Fiction', 'Crime', 'Cozy Mystery', 'British Literature', 'Audiobook', 'Contemporary']",2021.0

2358,Where Dragons Collide,T. A. White,123604.0,42.85,8.39,2.78,1.04,1.74,"['Fantasy', 'Dragons', 'Romance', 'Science Fiction', 'Shapeshifters', 'Paranormal', 'Magic']",2021.0

2366,Last Man Standing,Stephen Leather,95998.0,48.44,8.82,2.48,0.75,1.73,"['Thriller', 'Fiction', 'Action']",2019.0

2374,The Dead Girl,Debra Webb,46900.0,41.69,8.91,2.82,0.97,1.85,"['Mystery', 'Mystery Thriller', 'Thriller']",2018.0

2376,The Revision of Psychoanalysis,Erich Fromm,39700.0,18.73,6.96,3.33,1.58,1.75,[],

2379,Buried Secrets,T. J. Brearton,83958.0,49.52,7.78,2.4,0.71,1.69,"['Mystery Thriller', 'Thriller', 'Mystery', 'Fiction', 'Adult', 'Suspense']",2018.0

2399,Rainbow Valley,L. M. Montgomery,81379.0,43.72,9.65,3.67,1.21,2.45,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Historical']",1919.0

2403,Shadows of Forgotten Ancestors,Carl Sagan & Ann Druyan,138270.0,51.87,7.12,3.55,1.69,1.87,[],

2405,Return From The Stars,Stanislaw Lem,83607.0,51.01,8.35,3.5,1.36,2.15,"['Science Fiction', 'Fiction', 'Polish Literature', 'Dystopia', 'Classics', 'Novels', 'Poland']",1961.0

2416,"The Executioner, Cyberthreat",Don Pendelton,49004.0,40.45,8.81,2.6,0.82,1.77,[],

2442,Prophecy,M. R. Frost,73668.0,52.67,7.23,2.54,0.97,1.57,[],2022.0

2446,A Dance With Dragons,George R. R. Martin,414873.0,69.08,7.83,2.07,0.4,1.67,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Dragons', 'Adult']",2011.0

2457,Aries,Alathia Morgan,37220.0,27.62,10.76,2.71,0.65,2.06,[],2019.0

2469,Who Slays the Wicked,C. S. Harris,91395.0,48.12,7.93,3.2,1.31,1.89,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Historical', 'Fiction', 'Regency', 'Crime']",2019.0

2471,The Privilege,D. W. Buffa,103614.0,21.37,10.15,2.63,0.83,1.8,[],2021.0

2475,Don't Let Your Doctor Kill You,Dr. Erika Schwartz,61971.0,32.09,6.18,2.9,1.35,1.55,"['Nonfiction', 'Health']",2015.0

2481,In Black We Trust,J. C. Andrijeski,112153.0,50.81,6.9,3.7,1.53,2.18,"['Vampires', 'Thriller']",2018.0

2482,Banshee Cries,C. E. Murphy,29387.0,53.3,7.32,2.99,1.31,1.68,"['Fantasy', 'Urban Fantasy']",2005.0

2487,Hacked,Lucy Lennox,101368.0,38.26,7.79,3.4,1.44,1.97,"['M M Romance', 'Romance', 'Contemporary', 'Humor', 'LGBT', 'Gay', 'Crime']",2022.0

2488,The Companion,Lesley Thomson,92465.0,53.71,9.06,2.01,0.62,1.39,"['Mystery', 'Crime', 'Thriller', 'British Literature', 'Mystery Thriller']",2022.0

2499,The Beach,Sarah Linley,90148.0,47.75,9.34,2.67,1.02,1.65,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller']",2020.0

2501,Silence,S. E. Green,35643.0,58.04,7.24,2.54,0.85,1.69,[],2023.0

2509,The Hardy Boys: Reel Thrills,Franklin W. Dixon,32262.0,45.99,6.8,2.88,1.14,1.74,[],

2539,Lost Angel,Kyle West,77377.0,36.82,9.33,3.1,1.0,2.1,[],2020.0

2576,Private Lies,T. E. Woods,88691.0,43.32,8.4,2.12,0.53,1.59,['Mystery'],2018.0

2580,Sole Survivor,Gaynor Torrance,67188.0,26.74,10.09,2.77,1.0,1.77,[],2022.0

2582,The Gardener's Daughter,K. A. Hitchins,102535.0,64.04,8.0,2.08,0.76,1.32,[],2018.0

2589,The Deadly Alchemist,R. J. Patterson,76746.0,37.7,8.32,2.53,0.81,1.72,[],2023.0

2596,The Wedding,Danielle Steel,143374.0,27.51,10.1,3.98,1.45,2.52,[],

2628,Resistant,Rachel Sparks,55357.0,50.63,7.38,3.19,1.22,1.96,[],

2638,The Forum,Luis Samways,62174.0,37.59,8.92,3.26,1.04,2.22,['Thriller'],2016.0

2650,Safe House,Traci Hunter Abramson,93555.0,34.86,8.43,2.58,0.85,1.73,"['Romance', 'Suspense', 'Mystery', 'Lds Fiction', 'Fiction', 'Lds', 'Contemporary']",2017.0

2660,The Arcadian Destiny,S. C. Vincent,125420.0,45.86,7.67,3.35,1.17,2.18,[],2021.0

2674,666 Gable Way,Dani Lamia,92383.0,61.59,5.93,2.66,1.18,1.48,"['Horror', 'Mystery']",2020.0

2682,The Rage of Ares,Christian Cameron,146437.0,43.04,7.34,2.63,0.65,1.99,[],

2701,Bloodshot,Gavin Smith,81707.0,54.5,7.68,2.78,0.99,1.79,['Science Fiction'],2020.0

2702,Ashes of a Nightmare,Jalena Dunphy,101227.0,46.15,9.01,2.24,0.51,1.73,[],

2710,Mummy's Boy,J. A. Andrews,77545.0,29.1,9.68,2.73,0.76,1.97,"['Thriller', 'Fiction', 'Psychological Thriller', 'Crime']",2020.0

2715,Eleventh Hour,S. Hussain Zaidi,52306.0,32.89,6.8,2.77,1.13,1.64,"['Thriller', 'Fiction', 'Crime']",2018.0

2719,Queen of Izmoroz,Jon Skovron,126111.0,39.11,8.51,4.39,1.83,2.56,[],

2741,The Sleepover,Samantha King,88542.0,42.18,8.8,3.69,1.46,2.23,"['Fiction', 'Suspense', 'Mystery', 'Thriller']",2019.0

2750,The Demagogue's Playbook,Eric A. Posner,71671.0,19.23,5.55,2.74,1.29,1.44,[],

2777,The Story Girl,L. M. Montgomery,87661.0,47.21,9.47,3.6,1.18,2.42,"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Canada', 'Middle Grade']",1911.0

2778,Dangerous Ground,Susan Hunter,103864.0,32.8,10.23,3.17,0.91,2.27,"['Fiction', 'Mystery Thriller']",2019.0

2800,Invasion,Robin Cook,101389.0,43.76,8.83,3.06,1.37,1.7,"['Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Medical', 'Horror', 'Suspense']",1997.0

2803,Villain,Michael Grant,73703.0,54.71,8.1,2.97,1.18,1.79,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Dystopia', 'Horror', 'Thriller']",2018.0

2809,The Perfect Lie,Susanna Beard,83698.0,46.55,9.33,3.3,1.02,2.28,[],

2816,Tokens,Sam Sisavath,78677.0,42.94,9.49,3.41,1.02,2.39,"['Post Apocalyptic', 'Zombies']",2018.0

2819,Play With Fire,William Shaw,100571.0,49.86,9.87,2.76,0.87,1.88,"['Mystery', 'Fiction', 'Crime', 'Historical Fiction', 'Thriller', 'Historical Mystery', 'Audiobook']",2017.0

2837,To The Death,Patrick Robinson,145377.0,41.1,7.21,3.33,1.38,1.95,[],

2853,The Human Syndrome,A. J. Newman,62518.0,39.38,8.08,2.18,0.57,1.61,[],2020.0

2858,The Mirror Sisters,V. C. Andrews,78042.0,30.64,10.39,3.85,1.18,2.67,"['Fiction', 'Young Adult', 'Contemporary', 'Suspense', 'Horror', 'Gothic', 'Mystery']",2016.0

2868,A Death Most Monumental,J. D. Kirk,86013.0,43.85,7.97,3.53,1.35,2.18,"['Crime', 'Mystery', 'Scotland', 'Fiction', 'Thriller', 'Mystery Thriller', 'Audiobook']",2020.0

2871,A Champion Falls,D. K. Holmberg,80955.0,30.69,10.99,2.92,0.95,1.97,['Fantasy'],2022.0

2872,Johana Gustawsson,The Bleeding,65546.0,53.74,7.4,2.47,0.71,1.77,[],

2878,Queen,Timothy Zahn,105297.0,34.54,8.73,3.55,1.4,2.15,"['Science Fiction', 'Space Opera', 'Adventure', 'Audiobook', 'Fiction', 'Aliens']",2020.0

2888,Escape,Blaze Ward,59844.0,44.06,7.74,3.8,1.62,2.17,['Science Fiction'],2021.0

2893,Before the Storm,Alex Gray,94619.0,46.01,7.82,2.88,0.92,1.96,"['Crime', 'Fiction', 'Mystery', 'Scotland']",2021.0

2894,Night on Fire,L. T. Vargus & Tim McBain,96239.0,63.28,6.31,2.81,0.82,1.99,[],

2912,Endgame,Chris Ryan,70260.0,50.12,7.93,3.23,1.43,1.8,"['Fiction', 'Thriller', 'Young Adult', 'Action', 'Espionage', 'Spy Thriller', 'Adventure']",2016.0

2916,Say Goodbye,Karen Rose,193993.0,35.56,10.34,3.2,1.02,2.18,"['Romantic Suspense', 'Romance', 'Suspense', 'Mystery', 'Thriller', 'Crime', 'Fiction']",2021.0

2918,Foxfire,Anya Seton,122606.0,59.86,6.93,3.12,1.09,2.03,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Historical Romance', 'Westerns', 'Novels']",1950.0

2927,The Agency,Jack Parker,125830.0,35.15,8.65,3.66,1.53,2.13,[],2020.0

2937,Some They Lie,M. K. Farrar,68150.0,39.31,10.24,2.97,0.85,2.12,"['Thriller', 'Mental Health', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Psychological Thriller']",2018.0

2952,Black Flag,Brad Taylor,17890.0,48.66,7.9,2.26,0.72,1.54,"['Thriller', 'Fiction', 'Short Stories', 'Action', 'Mystery Thriller', 'Spy Thriller', 'Espionage']",2013.0

2955,Genesis,Raymond L. Weil,97686.0,37.46,8.91,2.86,1.14,1.72,"['Science Fiction', 'Space', 'Space Opera', 'Military Fiction']",2016.0

2956,Hometown Burning,C. K. Crigger,66319.0,46.55,7.16,2.83,0.9,1.93,[],2019.0

2975,The Beggar's Pawn,John L'Heureux,57214.0,31.15,9.11,3.26,1.01,2.25,[],

2979,Deeper,M. Malone & Nana Malone,60238.0,32.58,10.34,3.52,1.18,2.33,[],

3020,A Treachery of Spies,Manda Scott,154343.0,49.12,9.31,2.88,0.94,1.94,"['Historical Fiction', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Historical', 'France']",2018.0

3032,Smoke and Memories,D. K. Holmberg,87866.0,31.18,10.31,2.64,0.95,1.69,"['Fantasy', 'Fiction']",2021.0

3058,The Ice Daughters,D. E. White,98428.0,48.35,8.36,3.3,1.44,1.87,"['Crime', 'Mystery', 'Fiction']",2020.0

3086,Staff & Crown,W. R. Gingell,108484.0,31.08,10.53,5.21,2.31,2.9,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Magic', 'Retellings']",2018.0

3097,Blood and Honor,J. T. Sawyer,38087.0,55.14,5.27,2.49,0.74,1.75,[],2020.0

3108,"Carry On, Jeeves",P. G. Wodehouse,74114.0,33.06,8.88,3.47,1.31,2.15,"['Humor', 'Fiction']",1970.0

3131,Black Death,M. J. Trow,74807.0,43.28,8.96,3.22,0.98,2.24,"['Historical Fiction', 'Mystery', 'Historical Mystery']",2019.0

3134,Soldier Sword,D. K. Holmberg,88366.0,27.73,10.76,2.71,0.88,1.83,"['Fantasy', 'Fiction', 'Audiobook', 'Adventure']",2017.0

3135,The Last Victim,L. T. Vargus & Tim McBain,14407.0,63.51,7.39,2.74,0.82,1.92,[],

3145,Get A Life,Nadine Gordimer,46767.0,39.89,8.29,2.68,0.98,1.7,"['Fiction', 'Africa', 'South Africa', 'Nobel Prize', 'Literary Fiction', 'Literature', 'Short Stories']",2005.0

3159,The Dragon King,D. K. Holmberg,85474.0,31.9,11.1,2.63,0.83,1.8,['Fantasy'],2022.0

3174,Eden,Tim Lebbon,90251.0,65.08,7.38,2.2,0.45,1.75,"['Horror', 'Science Fiction', 'Thriller', 'Fiction', 'Dystopia', 'Fantasy', 'Adult']",2020.0

3191,American Lies,Joshua Corin,58672.0,42.71,9.32,3.12,0.87,2.25,[],2018.0

3202,Age of Legends,James Lovegrove,129189.0,47.2,7.88,2.75,0.87,1.87,"['Fantasy', 'Mythology', 'Science Fiction Fantasy', 'Fiction', 'Science Fiction']",2019.0

3218,The Terranauts,T. C. Boyle,190806.0,49.1,8.48,2.96,1.01,1.95,[],

3221,Kilmeny of the Orchard,L. M. Montgomery,40121.0,40.4,8.93,3.71,1.31,2.39,[],2023.0

3225,Shadowborn,Katie MacAlister,78855.0,43.78,7.72,2.89,1.05,1.84,['Fantasy'],2020.0

3230,Remnants,Jason D. Morrow,80480.0,29.89,10.58,2.83,0.81,2.02,[],2021.0

3245,Malice,Danielle Steel,121518.0,27.68,10.27,3.65,1.24,2.41,"['Romance', 'Fiction', 'Chick Lit', 'Drama', 'Contemporary', 'Contemporary Romance', 'Adult']",1996.0

3249,Q-Gates,S. H. Jucha,109408.0,33.6,7.48,2.54,1.15,1.39,"['Science Fiction', 'Fiction', 'Space Opera']",2021.0

3262,Shadows of Darkness,Kate Jones,96189.0,52.79,7.06,2.9,1.0,1.91,[],2020.0

3264,When the Apricots Bloom,Gina Wilkerson,90352.0,66.84,6.89,2.22,0.69,1.52,[],

3267,Rubicon,G. S. Jennsen,116194.0,35.26,8.03,3.69,1.41,2.29,"['Science Fiction', 'Space Opera', 'Romance', 'Space', 'Military Fiction', 'Adventure', 'Fiction']",2017.0

3274,Scorched Earth,David Mark,89670.0,65.3,7.88,2.09,0.75,1.35,"['Mystery', 'Crime', 'Thriller']",2018.0

3278,Ghost Ups Her Game,Carolyn Hart,74096.0,63.26,7.23,2.14,0.87,1.27,"['Mystery', 'Cozy Mystery', 'Fiction', 'Mystery Thriller', 'Paranormal']",2020.0

3282,Dune The Lady of Caladan,Kevin J. Anderson,164654.0,43.44,7.38,2.66,0.94,1.72,"['Science Fiction', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space Opera', 'Adult']",2021.0

3286,Blood Ties,Philip Duncan,63621.0,28.0,9.27,3.59,1.32,2.27,[],2021.0

3288,Ardor,Roberto Calasso,126154.0,32.46,8.08,3.15,0.77,2.38,[],

3292,No Escape,Casey Kelleher,82187.0,34.36,9.33,3.79,1.33,2.47,['Crime'],2020.0

3326,Deceit,Darren Cole,36412.0,55.06,7.24,2.61,0.65,1.97,[],2019.0

3334,Charles Dickens,Jane Smiley,60125.0,20.09,6.28,3.33,1.36,1.97,"['Biography', 'Nonfiction', 'Classics', 'History', 'Literary Criticism', 'Adult', 'Biography Memoir']",2002.0

3341,To Hell and Back,Raquel Lyon,57388.0,42.68,9.22,3.05,0.96,2.09,[],2020.0

3352,The Pelican,Martin Michael Driessen,50668.0,52.02,7.98,3.4,1.31,2.09,"['Fiction', 'Dutch Literature', 'Literature', 'Historical Fiction', 'Humor', 'Roman', 'Literary Fiction']",2017.0

3362,The Ascent,Mark Whiteway,73415.0,48.6,7.82,2.32,0.67,1.65,[],2017.0

3364,Red Moon Rising,J. T. Brannan,106389.0,38.51,8.79,3.6,1.24,2.36,[],2017.0

3366,The Hardy Boys: Spark of Suspicion,Franklin W. Dixon,30403.0,40.42,7.46,2.7,0.75,1.95,[],

3382,The Capitalist,Peter Steiner,81446.0,33.42,9.24,3.01,0.92,2.09,['Thriller'],2016.0

3383,Brimstone,Cherie Priest,99711.0,47.91,8.99,3.32,0.99,2.32,"['Fantasy', 'Horror', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Supernatural']",2017.0

3400,The Hardy Boys: Passport To Danger,Franklin W. Dixon,30837.0,46.14,6.94,2.81,0.91,1.89,[],

3409,The Churn,James S. A. Corey,19704.0,53.45,7.39,2.17,0.55,1.62,"['Science Fiction', 'Fiction', 'Space Opera', 'Short Stories', 'Novella', 'Audiobook', 'Space']",2014.0

3415,Lock,Jordan Elizabeth,78236.0,75.86,6.35,2.05,0.48,1.57,[],

3417,Perfect Vacuum,Stanislaw Lem,76780.0,27.97,6.93,3.49,1.4,2.1,"['Science Fiction', 'Fiction', 'Short Stories', 'Literature', 'Polish Literature', 'Philosophy', 'Novels']",1971.0

3419,A Kingdom Scarred,K. A. Riley,109422.0,44.78,7.56,2.95,1.07,1.88,"['Fantasy', 'Fae', 'Romance']",2022.0

3447,Fool Me Twice,Jeff Lindsay,108070.0,37.42,8.71,3.67,1.35,2.32,"['Mystery', 'Fiction', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense']",2020.0

3452,The Tourist,Alex Sherman,5025.0,67.41,5.85,2.31,0.66,1.65,"['Short Stories', 'Science Fiction', 'Horror', 'Fiction']",2020.0

3468,The Deceiver,Priscilla Masters,86403.0,33.04,9.43,3.74,1.4,2.34,[],2018.0

3470,Canithrope,Vanessa Robertson,107311.0,60.2,7.79,3.08,1.29,1.79,[],

3478,Leverage in Death,J. D. Robb,105297.0,43.94,7.85,2.57,0.77,1.8,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Suspense', 'Romantic Suspense', 'Futuristic']",2018.0

3479,Rogue,James Swallow,135197.0,50.37,6.63,1.98,0.74,1.24,"['Thriller', 'Fiction', 'Crime', 'Espionage']",2020.0

3482,Blowback,L. T. Ryan,60255.0,40.66,8.46,2.37,0.69,1.68,"['Thriller', 'Action', 'Fiction']",2018.0

3483,The Perfect Couple,Erin Hilderbrand,105536.0,52.34,8.86,2.74,0.85,1.9,"['Fiction', 'Mystery', 'Chick Lit', 'Romance', 'Audiobook', 'Mystery Thriller', 'Contemporary']",2018.0

3516,The Wrong Man,Mike Ryan,54894.0,26.98,9.25,3.74,1.39,2.34,"['Fiction', 'Audiobook']",2020.0

3521,Cole Cuts,Michael Maxwell,62704.0,49.17,7.45,2.49,0.87,1.63,[],

3534,Darkness Falling,Ian Douglas,98115.0,42.01,7.85,3.08,1.39,1.69,"['Science Fiction', 'Space Opera', 'Hard Science Fiction', 'Fiction', 'Audiobook', 'Military Fiction']",2017.0

3567,Daughters of Darkness,Sally Spencer,71512.0,34.17,10.75,3.9,1.51,2.39,"['Thriller', 'Crime', 'Mystery']",2020.0

3568,Buried Lies,Kristina Ohlsson,108861.0,25.2,10.36,3.57,1.28,2.29,"['Crime', 'Thriller', 'Fiction', 'Mystery', 'Nordic Noir', 'Swedish Literature', 'Audiobook']",2014.0

3574,The Battle for Earth,Raymond L. Weir,96548.0,34.61,9.05,3.05,1.12,1.93,[],

3578,Indefensible,M. A. Comley,59680.0,30.33,9.87,2.62,0.6,2.02,"['Thriller', 'Fiction']",2021.0

3580,Nell,Nancy Thayer,143651.0,49.23,8.78,3.37,1.01,2.36,"['Fiction', 'Contemporary', 'Chick Lit']",1985.0

3584,Bound for Gold,Willian Martin,189302.0,59.24,6.03,2.46,0.35,2.12,[],

3591,First Strike,Dean Crawford,91912.0,46.86,6.35,2.38,0.83,1.55,[],2018.0

3594,Marathon,Brian Freeman,107449.0,51.6,8.64,2.41,0.62,1.78,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook']",2017.0

3596,Led Astray,Sandra Brown,72078.0,52.4,8.76,3.13,1.41,1.72,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Harlequin', 'Adult', 'Audiobook']",1985.0

3604,Trail of Terror,John West,172417.0,53.32,7.05,3.26,1.45,1.81,[],

3665,Mirrors,Blaze Ward,48794.0,43.39,7.91,3.59,1.3,2.29,[],2020.0

3694,I Want to Die but I Want to Eat Tteokbokki,Baek Sehee,35101.0,18.87,10.47,3.81,1.21,2.6,[],

3700,Galileo's New Universe,Stephen P. Maran & Laurence A. Marschall,59444.0,60.45,6.16,2.81,1.21,1.6,[],

3704,The Cure,Glenn Cooper,130843.0,46.48,8.69,2.31,0.73,1.57,"['Thriller', 'Fiction', 'American', 'Science Fiction', 'Dystopia']",2020.0

3707,The Titan's Tome,M. B. Schroeder,125966.0,64.17,6.71,1.94,0.71,1.24,[],2018.0

3719,The Medium,C. J. Archer,81582.0,41.97,8.79,3.47,1.14,2.33,"['Paranormal', 'Fantasy', 'Romance', 'Young Adult', 'Historical Fiction', 'Mystery', 'Ghosts']",2012.0

3729,Glimmer of Hope,J. A. Andrews,57288.0,38.92,8.5,2.71,0.84,1.86,[],2020.0

3730,Darkness,David Fletcher,76678.0,36.08,9.6,5.2,1.73,3.48,[],2019.0

3737,The Dunwich Horror,H. P. Lovecraft,17382.0,54.6,5.57,3.22,1.59,1.63,"['Horror', 'Short Stories', 'Fiction', 'Classics', 'Lovecraftian', 'Fantasy', 'Audiobook']",1929.0

3743,Times Like These,Stephen Puleston,84578.0,40.5,7.8,2.3,0.86,1.43,['Contemporary'],2020.0

3747,Don't Let Go,Michael Bussi,91635.0,57.69,7.45,2.92,1.03,1.89,[],

3757,That Hideous Strength,C. S. Lewis,91775.0,35.02,9.3,3.46,1.21,2.26,"['Fiction', 'Science Fiction', 'Fantasy', 'Christian', 'Classics', 'Christian Fiction', 'Science Fiction Fantasy']",1945.0

3759,Reasons to Kill God,I. V. Olokita,35035.0,39.13,5.07,4.41,1.76,2.65,"['Historical Fiction', 'World War II']",2019.0

