title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
The Monastery Murders,E. M. Powell,75403.0,39.82,8.54,2.98,0.73,2.24,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Historical Mystery', 'Crime', 'Medieval']",2018
The Progeny,Tosca Lee,84414.0,48.56,7.76,2.83,0.97,1.86,"['Fantasy', 'Historical Fiction', 'Thriller', 'Fiction', 'Mystery', 'Christian Fiction', 'Paranormal']",2016
The Colombian Rogue,Matt Herrmann,81729.0,51.9,7.62,2.71,0.79,1.92,[],2020
Hao,Ye Chun,38530.0,64.53,6.56,2.19,0.56,1.63,"['Short Stories', 'Fiction', 'China', 'Contemporary', 'Historical Fiction', 'Asian Literature', 'Literary Fiction']",2021
The Wolf of the North,Duncan M. Hamilton,111171.0,38.6,9.31,2.59,0.76,1.83,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'High Fantasy', 'Romance', 'Adventure']",2016
Into the Snake Den,Lucy Steele,89920.0,58.09,6.7,3.22,1.52,1.7,['Romance'],2022
Dracula,Bram Stoker,174902.0,35.11,8.04,3.43,0.94,2.5,"['Classics', 'Horror', 'Fiction', 'Fantasy', 'Vampires', 'Gothic', 'Paranormal']",1897
Invaded,Jennifer M. Eaton,104895.0,50.05,8.12,2.38,0.79,1.6,[],nan
The Ten-Year Nap,Meg Wolitzer,123872.0,42.58,8.43,3.89,1.62,2.27,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'Literary Fiction', 'Chick Lit', 'Womens']",2008
Beast Queen,R. R. Virdi,145528.0,58.96,5.54,2.02,0.77,1.24,[],2019
Lock Every Door,Riley Sager,91779.0,49.62,7.73,3.05,1.0,2.06,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Horror', 'Audiobook', 'Adult']",2019
48 Hours,William R. Forstchen,104112.0,37.14,7.53,3.35,1.15,2.2,"['Fiction', 'Science Fiction', 'Post Apocalyptic', 'Apocalyptic', 'Thriller', 'Audiobook', 'Survival']",2019
Furmidable Foes,Rita Mae Brown & Sneaky Pie Brown,70427.0,61.93,7.82,2.83,0.81,2.01,"['Mystery', 'Cozy Mystery', 'Fiction', 'Cats', 'Animals', 'Audiobook', 'Adult']",2020
The Eve Illusion,Giovanna Fletcher & Tom Fletcher,81845.0,46.81,8.03,2.82,1.08,1.74,"['Dystopia', 'Fiction', 'Science Fiction', 'Young Adult', 'Audiobook', 'Fantasy', 'Romance']",2020
Butts: A Backstory,Heather Radke,71326.0,54.79,6.23,3.11,1.4,1.71,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Feminism', 'Adult', 'Sociology']",2022
The Second Mother,Jenny Milchman,117085.0,56.87,6.84,2.92,1.0,1.92,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adult', 'Contemporary']",2020
Excavation,James Rollins,123372.0,68.07,5.62,2.72,1.12,1.6,"['Thriller', 'Adventure', 'Fiction', 'Mystery', 'Action', 'Science Fiction', 'Mystery Thriller']",2000
Fossil,Greig Beck,24706.0,52.99,6.22,3.02,1.26,1.76,[],nan
Kitty Peck and the Music Hall Murders,Kate Griffin,96900.0,57.13,7.82,2.74,0.65,2.09,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Young Adult']",2013
Will I Ever Be Good Enough?,Karyl McBride,63899.0,18.85,8.86,3.34,1.2,2.14,"['Psychology', 'Self Help', 'Nonfiction', 'Mental Health', 'Relationships', 'Parenting', 'Personal Development']",2008
The Last Widow,Karin Slaughter,142492.0,53.14,8.61,2.09,0.8,1.29,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",2019
The Unkindest Tide,Seanan McGuire,116859.0,40.6,9.86,3.04,1.31,1.73,"['Urban Fantasy', 'Fantasy', 'Fae', 'Fiction', 'Paranormal', 'Magic', 'Mystery']",2019
Bittersweet,Danielle Steel,123381.0,27.06,10.69,3.63,1.26,2.36,[],nan
Political Gastronomy,Michael A. LaCombe,63053.0,38.48,4.65,2.58,1.24,1.34,[],nan
Concrete Rose,Angie Thomas,77434.0,42.04,7.24,2.14,0.49,1.65,"['Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Realistic Fiction', 'Historical Fiction', 'Race']",2021
Covenant,Steven Konkoly,25836.0,61.25,4.71,2.35,1.35,1.0,[],nan
Decayed Legacy,Christopher Hopper & J. N. Chaney,102834.0,47.48,7.18,2.72,0.67,2.05,['Science Fiction'],2021
Orders to Kill,Edward Marston,82616.0,27.27,10.66,3.12,0.99,2.13,"['Fiction', 'Historical Fiction']",2021
Point of No Return,John Carson,40763.0,36.88,9.82,2.34,0.42,1.92,['Mystery'],2020
Love Me to Death,Susan Gee,84583.0,48.61,9.77,2.17,0.38,1.79,[],2020
Bar at the End of the World,Tom Abrahams,91872.0,59.67,7.22,1.99,0.51,1.47,"['Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Fiction']",2020
The Shadow War,Lindsay Smith,102586.0,57.12,7.37,2.98,0.81,2.17,"['Fantasy', 'Historical Fiction', 'LGBT', 'Young Adult', 'Historical', 'Science Fiction', 'War']",2021
Capitalism: The Unknown Ideal,Ayn Rand,120521.0,17.88,6.95,2.2,1.08,1.12,"['Philosophy', 'Economics', 'Nonfiction', 'Politics', 'Business', 'Classics', 'History']",1946
The Spire,Richard North Patterson,101257.0,35.93,7.81,3.36,1.15,2.21,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Crime', 'Legal Thriller', 'Mystery Thriller']",2009
Tricky,Josh Stallings,73857.0,51.53,7.98,2.08,0.72,1.36,"['Mystery', 'Crime', 'Fiction']",2021
Watcher,Jason Stokes,67053.0,58.42,6.88,1.73,0.25,1.48,"['Thriller', 'Suspense', 'Mystery']",2019
The Eleventh Gate,Nancy Kress,105483.0,33.56,9.37,3.08,1.07,2.01,"['Science Fiction', 'Space Opera', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Space']",2020
The Pretender’s Gold,Scott Mariani,108311.0,49.2,7.73,3.03,1.07,1.96,"['Thriller', 'Fiction', 'Mystery Thriller', 'Adventure', 'Mystery']",2020
Disney Unbuilt,Chris Ware,48327.0,38.48,12.59,3.34,0.78,2.56,['Nonfiction'],2016
The Island,C. L. Taylor,69320.0,61.18,8.53,2.86,1.02,1.84,"['Young Adult', 'Thriller', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Audiobook']",2021
Lawmen of the Wild West,Terry C. Treadwell,62349.0,31.78,5.46,1.99,0.76,1.22,[],2021
Eat Prey Love,Kerrelyn Sparks,83716.0,53.0,8.35,2.75,0.84,1.91,"['Paranormal Romance', 'Paranormal', 'Romance', 'Vampires', 'Shapeshifters', 'Fantasy', 'Urban Fantasy']",2010
The Canary Keeper,Clare Carson,107306.0,72.73,7.22,2.13,0.7,1.44,"['Historical Fiction', 'Mystery', 'Historical', 'British Literature', 'Scotland', 'Romance', 'Crime']",2019
End Game,Anna Smith,90824.0,35.49,9.17,3.19,0.73,2.46,[],nan
Refuge of the Dead,Jeremy Dyson,64297.0,56.21,6.49,2.68,0.84,1.83,[],2019
The Dogs of Winter,Ann Lambert,85173.0,46.56,7.68,3.71,1.35,2.36,"['Mystery', 'Fiction', 'Thriller', 'Canada']",2020
Beyond Good and Evil,"E. M. Smith, Tim McBain & L. T. Vargus",61908.0,63.14,6.13,2.54,0.72,1.82,[],nan
Blowback,Brad Thor,135099.0,36.19,8.63,2.82,1.01,1.81,"['Thriller', 'Fiction', 'Action', 'Suspense', 'Espionage', 'Mystery', 'Spy Thriller']",2005
Head over Heels,Sam Bailey & Jenny Bailey,72425.0,42.51,8.73,3.4,1.21,2.2,[],nan
Oaxaca Journal,Oliver Sacks,33462.0,76.94,6.18,3.22,1.18,2.04,"['Nonfiction', 'Travel', 'Science', 'Nature', 'Memoir', 'Natural History', 'Plants']",2002
Fearless Jones,Walter Mosley,75705.0,41.43,8.11,2.25,0.45,1.8,"['Mystery', 'Fiction', 'Crime', 'African American', 'Mystery Thriller', 'Detective', 'Noir']",2001
