,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
918,The Testament,John Grisham,128058.0,45.31,8.31,3.05,1.08,1.97,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']",1999.0
919,Hidden,Roger A. Price,89125.0,27.03,9.64,3.61,1.09,2.52,['Mystery Thriller'],2019.0
920,Best Kept Secrets,Sandra Brown,130152.0,44.96,8.8,3.1,1.29,1.81,"['Romance', 'Mystery', 'Romantic Suspense', 'Fiction', 'Suspense', 'Thriller', 'Contemporary']",1989.0
921,"God Bless You, Mr. Rosewater",Kurt Vonnegut,48512.0,46.65,8.75,3.19,1.09,2.1,"['Fiction', 'Classics', 'Humor', 'Science Fiction', 'Literature', 'Novels', 'American']",1965.0
922,Crash Land,Doug Johnstone,59436.0,52.92,7.14,2.09,0.35,1.74,"['Scotland', 'Thriller', 'Crime', 'Audiobook', 'Mystery', 'Fiction']",2016.0
923,Authority,Jeff VanderMeer,92197.0,47.52,7.94,2.87,0.79,2.08,"['Science Fiction', 'Fiction', 'Horror', 'Fantasy', 'Mystery', 'Audiobook', 'Science Fiction Fantasy']",2014.0
924,The Rhineman Exchange,Robert Ludlum,140554.0,41.83,8.79,2.82,1.31,1.51,"['Thriller', 'Fiction', 'Espionage', 'Mystery', 'Suspense', 'Action', 'Spy Thriller']",1974.0
925,Murderous Secrets,Janice Frost,79962.0,37.57,9.89,2.87,1.14,1.74,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'British Literature']",2019.0
926,MEM,Bethany C. Morrow,41883.0,35.88,9.48,3.5,1.05,2.44,"['Science Fiction', 'Fiction', 'Fantasy', 'Historical Fiction', 'Novella', 'Speculative Fiction', 'Adult']",2018.0
927,Central Park,Guillaume Musso,66367.0,58.6,6.93,2.61,0.94,1.67,"['Thriller', 'Fiction', 'Mystery', 'Romance', 'France', 'Crime', 'Mystery Thriller']",2014.0
928,Burn It All Down,Nicolas Didomizio,75835.0,46.07,9.23,3.76,1.46,2.3,"['Fiction', 'LGBT', 'Contemporary', 'Queer', 'Adult', 'Young Adult', 'Audiobook']",2021.0
929,The Eighth,Stephanie M. Wytovich,73179.0,64.98,6.51,1.89,0.41,1.48,"['Horror', 'Fantasy', 'Fiction']",2016.0
930,An Artist of the Floating World,Kazuo Ishiguro,65750.0,30.73,8.76,4.36,1.34,3.02,"['Fiction', 'Japan', 'Historical Fiction', 'Japanese Literature', 'Literature', 'Literary Fiction', 'Asia']",1986.0
931,Shelf Life,Livia Franchini,66479.0,54.71,7.83,3.13,1.08,2.05,"['Fiction', 'Contemporary']",2019.0
932,Dark Corners,Darren O’Sullivan,84911.0,38.76,9.27,2.82,0.9,1.92,"['Thriller', 'Mystery', 'Fiction', 'Crime']",2020.0
933,They Never Learn,Layne Fargo,92416.0,60.0,7.88,3.2,0.85,2.36,"['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction', 'LGBT', 'Adult', 'Lesbian']",2020.0
934,The Gunslinger,Stephen King,62644.0,69.67,6.85,2.95,1.24,1.72,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Audiobook', 'Adventure']",1982.0
935,Mr. Penumbra’s 24-Hour Bookstore,Robin Sloan,77239.0,62.9,7.88,3.27,1.19,2.08,"['Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Contemporary', 'Audiobook', 'Adult']",2012.0
936,After Dark,Jayne Castle,79873.0,42.93,8.37,3.11,1.59,1.52,"['Romance', 'Paranormal', 'Paranormal Romance', 'Fantasy', 'Science Fiction', 'Mystery', 'Futuristic']",2000.0
937,The Honor of Deceit,Audrey Sharpe,117356.0,48.86,8.07,2.19,0.71,1.48,['Science Fiction'],2018.0
938,A Day Like This,Kelley McNeil,86784.0,50.12,8.16,3.03,1.25,1.78,"['Fiction', 'Mystery', 'Fantasy', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Suspense']",2021.0
939,A Colony in a Nation,Chris Hayes,48499.0,35.83,6.13,2.89,1.38,1.51,"['Nonfiction', 'Politics', 'History', 'Race', 'Sociology', 'Social Justice', 'Audiobook']",2017.0
940,The Enchantment,Kristin Hannah,102579.0,73.21,6.03,3.11,1.43,1.68,"['Romance', 'Historical Romance', 'Fiction', 'Historical', 'Historical Fiction', 'Chick Lit', 'Mystery']",1992.0
941,The Brutal Telling,Louise Penny,123005.0,50.99,8.35,3.23,0.98,2.24,"['Mystery', 'Fiction', 'Audiobook', 'Crime', 'Canada', 'Mystery Thriller', 'Adult']",2009.0
942,Until Proven Safe,Geoff Manaugh,95505.0,46.87,5.6,3.13,1.43,1.7,"['Nonfiction', 'History', 'Science', 'Medicine', 'Health', 'Medical', 'Politics']",2021.0
943,"Twin Peaks, The Final Dossier",Mark Frost,30396.0,30.77,5.4,3.43,1.71,1.72,"['Fiction', 'Mystery', 'Horror', 'Fantasy', 'Film', 'Science Fiction', 'Crime']",2017.0
944,Yes Please,Amy Poehler,72380.0,37.02,8.37,2.97,0.99,1.98,"['Nonfiction', 'Memoir', 'Humor', 'Audiobook', 'Biography', 'Comedy', 'Autobiography']",2014.0
945,Remaking Morgan,Terry Odell,93650.0,49.31,9.25,1.84,0.32,1.52,['Mystery'],2019.0
946,Last Summer at the Golden Hotel,Elyssa Friedland,88848.0,46.82,9.27,3.03,1.21,1.83,"['Fiction', 'Audiobook', 'Contemporary', 'Historical Fiction', 'Chick Lit', 'Romance', 'Adult Fiction']",2021.0
947,Before the Broken Star,Emily R. King,84137.0,76.68,6.23,1.85,0.51,1.34,"['Fantasy', 'Young Adult', 'Steampunk', 'Fiction', 'Romance', 'Young Adult Fantasy', 'Science Fiction']",2019.0
948,Singer Distance,Ethan Chatagnier,75829.0,48.22,8.65,2.41,0.62,1.78,"['Science Fiction', 'Fiction', 'Historical Fiction', 'Alternate History', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult']",2022.0
949,Harlem Sunset,Nekesa Afia,72290.0,38.21,10.65,2.77,0.79,1.98,"['Mystery', 'Historical Fiction', 'Mystery Thriller', 'Historical', 'Fiction', 'Adult', 'Thriller']",2022.0
950,Richard II,William Shakespeare,23813.0,39.53,5.89,2.91,0.47,2.44,"['Plays', 'Classics', 'Drama', 'Fiction', 'Historical Fiction', 'Theatre', 'Poetry']",1595.0
951,The North Water,Ian McGuire,81223.0,75.84,6.64,2.86,0.92,1.93,"['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'Adventure', 'Mystery', 'Crime']",2016.0
952,Crossing the Line,Meghan Rogers,98088.0,29.69,9.33,2.78,1.01,1.77,"['Young Adult', 'Thriller', 'Mystery', 'Fiction', 'Contemporary', 'Action', 'Romance']",2016.0
953,"Wake, Siren",Nina MacLaughlin,76924.0,64.14,8.06,2.35,0.44,1.91,"['Mythology', 'Fantasy', 'Fiction', 'Greek Mythology', 'Retellings', 'Short Stories', 'Poetry']",2019.0
954,The Book of Magic,Alice Hoffman,112903.0,55.26,9.8,2.78,0.76,2.02,"['Fantasy', 'Fiction', 'Magical Realism', 'Witches', 'Magic', 'Romance', 'Audiobook']",2021.0
955,Extinct,R. R. Haywood,119059.0,59.89,5.32,2.84,1.07,1.76,"['Science Fiction', 'Time Travel', 'Fiction', 'Audiobook', 'Fantasy', 'Thriller', 'Mystery']",2018.0
956,A Fire Upon The Deep,Vernor Vinge,202246.0,45.62,8.88,3.39,1.2,2.18,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Hugo Awards', 'Space']",1992.0
957,The Wicked Sister,Karen Dionne,85616.0,51.15,8.93,3.03,1.04,1.99,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Adult', 'Psychological Thriller']",2020.0
958,The Year of Our Love,Caterina Bonvicini,92095.0,40.15,8.8,3.6,1.37,2.22,"['Fiction', 'Italy', 'Romance', 'Adult Fiction']",2014.0
959,Wildlife,Jeff VanderMeer,11626.0,59.9,7.56,2.95,0.59,2.36,"['Short Stories', 'Horror', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Science Fiction']",2022.0
960,The Manifestations of Sherlock Holmes,James Lovegrove,93794.0,35.62,8.48,3.37,1.21,2.17,"['Mystery', 'Short Stories', 'Fiction', 'Historical Fiction']",2020.0
961,"Lawyers, Liars, and the Art of Storytelling",Jonathan Shapiro,73237.0,25.04,7.74,2.47,0.83,1.64,"['Law', 'Nonfiction']",2014.0
962,A Moment for Me,Catherine Polan Orzech,33480.0,30.11,7.43,3.32,1.24,2.08,"['Nonfiction', 'Self Help']",2021.0
963,When She Was Good,Philip Roth,105791.0,30.74,9.69,3.61,1.06,2.56,"['Fiction', 'Americana', 'Novels', 'The United States Of America', 'Literature', 'Literary Fiction', 'American']",1966.0
964,The Fisher King,Melissa Lenhardt,98181.0,41.24,8.0,2.19,0.7,1.49,"['Mystery', 'Romance', 'Fiction', 'Contemporary', 'Crime']",2016.0
965,Exes and O’s,Amy Lea,91306.0,58.03,7.19,3.39,1.79,1.6,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Audiobook', 'Chick Lit']",2023.0
966,Need You Dead,Peter James,115892.0,40.95,8.67,3.36,1.3,2.06,"['Crime', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'British Literature', 'Murder Mystery']",2017.0
967,Charlatans,Robin Cook,134032.0,29.5,9.48,3.33,1.59,1.74,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Audiobook', 'Suspense', 'Mystery Thriller']",2017.0
968,The Wayward Girls,Amanda Mason,107407.0,53.13,9.17,3.12,1.06,2.05,"['Horror', 'Fiction', 'Thriller', 'Historical Fiction', 'Gothic', 'Paranormal', 'Ghosts']",2019.0
969,The Infernal Desire Machines of Doctor Hoffman,Angela Carter,94958.0,71.14,5.64,3.67,1.39,2.27,"['Fiction', 'Fantasy', 'Magical Realism', 'Science Fiction', 'Novels', '20th Century', 'Literature']",1972.0
970,"Absolutely, Positively",Jayne Ann Krentz,107074.0,39.51,8.65,3.12,1.53,1.59,"['Romance', 'Contemporary', 'Contemporary Romance', 'Romantic Suspense', 'Paranormal', 'Suspense', 'Fiction']",1996.0
971,The Vondish Ambassador,Lawrence Watt-Evans,85689.0,35.82,9.51,3.81,1.39,2.42,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction']",2007.0
972,The Great American Novel,Philip Roth,136708.0,38.68,6.95,2.76,0.79,1.97,"['Fiction', 'Baseball', 'Sports', 'American', 'Literary Fiction', 'Novels', 'Literature']",1973.0
973,Europa Journal,Jack Castle,85452.0,56.5,6.21,2.78,1.3,1.48,"['Science Fiction', 'Amazon', 'Fiction', 'Fantasy']",2016.0
974,Darkblade Justice,Andy Peloquin,99630.0,54.13,5.99,2.02,0.58,1.44,['Fantasy'],2018.0
975,The Hardy Boys: Motocross Madness,Franklin W. Dixon,30593.0,47.15,6.36,2.61,0.91,1.69,"['Mystery', 'Fiction', 'Action', 'Childrens', 'Detective']",2005.0
976,The Boys,Katie Hafner,63743.0,49.1,7.46,3.03,1.15,1.88,"['Fiction', 'Audiobook', 'Contemporary', 'Mystery', 'Adult Fiction', 'Thriller', 'Mental Health']",2022.0
977,A Feast for Crows,George R. R. Martin,295082.0,62.65,8.24,2.18,0.47,1.72,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure']",2005.0
978,Moon Wreck,Raymond L. Weil,53662.0,33.95,9.69,3.07,1.31,1.76,"['Science Fiction', 'Space Opera', 'Space', 'Military Science Fiction', 'Aliens', 'Fiction', 'Military Fiction']",2013.0
979,When I Was You,Minka Kent,73796.0,45.86,7.98,2.5,0.67,1.82,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']",2020.0
980,Tony and Susan,Austin Wright,99953.0,44.44,7.87,2.37,0.51,1.86,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Mystery Thriller', 'Contemporary', 'Literary Fiction']",1993.0
981,Lost You,Haylen Beck,84680.0,44.99,7.4,2.3,0.49,1.81,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense', 'Psychological Thriller', 'Audiobook']",2019.0
982,Joy Enough,Sarah McColl,38809.0,88.03,5.81,2.07,0.41,1.66,"['Memoir', 'Nonfiction', 'Biography Memoir', 'Biography', 'Autobiography', 'Death', 'Audiobook']",2019.0
983,Beneath the Surface,Jo Spain,112265.0,34.48,10.07,2.88,1.11,1.76,"['Crime', 'Mystery', 'Audiobook', 'Irish Literature', 'Fiction', 'Thriller', 'Detective']",2016.0
984,Krimson Run,Craig Martelle & Julia Huni,71000.0,50.26,7.33,2.21,0.78,1.44,['Science Fiction'],2020.0
985,Family Sins,Sharon Sala,86476.0,40.89,8.64,2.98,0.63,2.36,"['Romantic Suspense', 'Romance', 'Mystery', 'Suspense', 'Fiction', 'Thriller', 'Murder Mystery']",2016.0
986,Run Rose Run,Dolly Parton & James Patterson,95894.0,55.49,7.91,3.21,1.02,2.19,"['Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Romance', 'Mystery Thriller', 'Music']",2022.0
987,Bent Heavens,Daniel Kraus,72415.0,62.34,8.13,2.34,0.6,1.74,"['Horror', 'Young Adult', 'Science Fiction', 'Fiction', 'Mystery', 'Aliens', 'Thriller']",2020.0
988,Crossfire,Lindsay Buroker,111121.0,35.8,9.71,2.58,0.99,1.59,"['Science Fiction', 'Space Opera', 'Fiction', 'Action', 'Adventure', 'Fantasy', 'Audiobook']",2019.0
989,The Shadow Rising,Robert Jordan,385487.0,55.59,8.07,3.15,1.3,1.85,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",1992.0
990,The Blue Window,Suzanne Berne,74825.0,70.07,7.49,3.23,0.98,2.25,"['Fiction', 'Family', 'Literary Fiction', 'Contemporary', 'Historical Fiction']",2023.0
991,The Kite Runner,Khaled Hosseini,107295.0,63.19,6.74,2.33,0.64,1.69,"['Fiction', 'Historical Fiction', 'Classics', 'Contemporary', 'Novels', 'Historical', 'Literature']",2003.0
992,Heaven and Earth,Nora Roberts,91685.0,49.68,8.77,2.92,0.94,1.98,"['Romance', 'Paranormal', 'Fantasy', 'Fiction', 'Contemporary Romance', 'Paranormal Romance', 'Contemporary']",2001.0
993,Blackout,Mira Grant,157598.0,36.32,9.46,3.05,1.25,1.81,"['Zombies', 'Horror', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult']",2012.0
994,Stories to Tell,Richard Marx,84970.0,40.96,7.43,3.6,1.5,2.1,"['Memoir', 'Music', 'Nonfiction', 'Biography', 'Audiobook', 'Autobiography', 'Biography Memoir']",2021.0
995,Secrets She Knew,D. L. Wood,58078.0,44.87,8.21,3.37,1.26,2.12,"['Mystery', 'Christian Fiction']",2020.0
996,A People’s Guide to Capitalism,Hadas Thier,86457.0,28.67,5.56,3.21,1.36,1.84,"['Nonfiction', 'Economics', 'Politics', 'History', 'Sociology', 'Social Justice', 'Theory']",2018.0
997,The People Of Sparks,Jeanne DuPrau,72273.0,61.4,7.99,2.74,0.67,2.08,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Post Apocalyptic']",2004.0
998,Really Good Actually,Monica Heisey,93209.0,45.85,7.96,3.6,1.64,1.96,"['Fiction', 'Contemporary', 'Romance', 'Audiobook', 'Humor', 'Adult', 'Chick Lit']",2023.0
999,The Comeback,Ella Berman,108114.0,47.99,8.03,3.76,1.48,2.28,"['Fiction', 'Contemporary', 'Adult', 'Mystery', 'Adult Fiction', 'Literary Fiction', 'Thriller']",2020.0
1000,Think Like a Monk,Jay Shetty,88275.0,25.26,8.03,2.82,0.98,1.84,"['Self Help', 'Nonfiction', 'Audiobook', 'Personal Development', 'Spirituality', 'Philosophy', 'Psychology']",2020.0
1001,Life After Truth,Ceridwen Dovey,88272.0,40.96,9.19,3.02,1.03,1.99,"['Fiction', 'Audiobook', 'Contemporary', 'Australia', 'Literary Fiction']",2020.0
1002,No Woods So Dark as These,Randall Silvis,108110.0,49.13,7.33,2.97,0.72,2.24,"['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Crime', 'Suspense']",2020.0
1003,Ra,Sam Hughes,141416.0,48.37,8.4,3.44,1.57,1.87,"['Fiction', 'Science Fiction', 'Fantasy', 'Urban Fantasy', 'Science Fiction Fantasy', 'Hard Science Fiction', 'Amazon']",2014.0
1004,The Shadow Wand,Laurie Forest,176292.0,81.23,4.51,2.76,1.43,1.33,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Witches', 'Young Adult Fantasy', 'Fiction']",2020.0
1005,The Milk Moon Assassin,L. A. Couriel,154994.0,57.67,6.25,3.08,1.37,1.71,['Thriller'],2020.0
1006,The Shape of Lies,Rachel Abbott,102439.0,31.93,10.41,3.08,0.95,2.13,"['Crime', 'Mystery', 'Audiobook', 'Thriller', 'Fiction', 'Mystery Thriller', 'Suspense']",2019.0
1007,I Know What You Did Last Summer,Lois Duncan,47313.0,36.26,11.0,3.12,1.12,2.0,"['Young Adult', 'Horror', 'Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller']",1973.0
1008,Our American Friend,Anna Pitoniak,103073.0,40.97,8.36,3.12,1.09,2.04,"['Fiction', 'Historical Fiction', 'Mystery', 'Thriller', 'Politics', 'Mystery Thriller', 'Historical']",2022.0
1009,Queen of Bones,Teresa Dovalpage,66788.0,43.89,9.24,2.63,0.74,1.9,['Mystery'],2019.0
1010,Real Men Knit,Kwana Jackson,88522.0,36.05,8.9,3.68,1.27,2.41,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Adult', 'Chick Lit', 'Audiobook']",2020.0
1011,Serve to Win,Novak Djokovic,30446.0,1.05,6.61,3.07,1.18,1.9,"['Health', 'Sports', 'Biography', 'Nonfiction', 'Nutrition', 'Food', 'Autobiography']",2013.0
1012,Indelicacy,Amina Cain,26678.0,46.68,10.17,3.79,0.94,2.86,"['Fiction', 'Contemporary', 'Literary Fiction', 'Feminism', 'Novella', 'Novels', 'Adult']",2020.0
1013,A Registry Of My Passage Upon The Earth,Daniel Mason,47483.0,61.01,6.23,2.65,0.74,1.91,"['Short Stories', 'Fiction', 'Historical Fiction', 'Literary Fiction', 'Historical', 'Short Story Collection', 'Anthologies']",2020.0
1014,"I, John Kennedy Toole",Kent Carroll & Jodee Blanco,65229.0,37.14,8.72,2.57,0.8,1.77,"['Fiction', 'Literary Criticism']",2020.0
1015,Deep State,Chris Hauty,86861.0,48.19,5.87,2.72,1.44,1.28,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Politics', 'Audiobook']",2020.0
1016,Animal Farm,George Orwell,30065.0,60.14,8.4,3.19,1.15,2.04,"['Classics', 'Fiction', 'Dystopia', 'Fantasy', 'Politics', 'School', 'Literature']",1945.0
1017,The Faraway World,Patricia Engel,67321.0,40.76,8.1,2.39,0.43,1.95,"['Short Stories', 'Fiction', 'Literary Fiction', 'Contemporary', 'Historical Fiction', 'Audiobook', 'Novels']",2023.0
1018,Beautiful Maids All in a Row,Jennifer Harlow,97155.0,45.41,7.94,2.69,0.91,1.79,"['Thriller', 'Mystery', 'Suspense', 'Fiction', 'Mystery Thriller', 'Psychological Thriller', 'Crime']",2016.0
1019,The Match,Harlan Coben,88779.0,28.59,9.42,3.05,0.77,2.28,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Crime', 'Audiobook']",2022.0
1020,"Better, Not Bitter",Yusef Salaam,63389.0,26.86,9.46,3.13,1.08,2.06,"['Nonfiction', 'Memoir', 'Race', 'Biography', 'Social Justice', 'Biography Memoir', 'Audiobook']",2021.0
1021,Hinduism: A Very Short Introduction,Kim Knott,30538.0,19.59,6.0,2.66,0.95,1.72,"['Religion', 'Nonfiction', 'History', 'Hinduism', 'Philosophy', 'India', 'Spirituality']",1998.0
1022,Speechless,Michael Knowles,74185.0,22.7,4.16,2.69,1.29,1.4,"['Politics', 'Nonfiction', 'History', 'Philosophy', 'Audiobook', 'Cultural', 'Psychology']",2021.0
1023,Mirror Me,Rachel Sanderson,89481.0,47.27,9.35,3.2,1.04,2.16,['Thriller'],2018.0
1024,Goliath,Max Blumenthal,187483.0,31.87,4.72,2.17,1.03,1.13,"['Politics', 'History', 'Nonfiction', 'Israel', 'Journalism', 'War', 'Audiobook']",2012.0
1025,American Heiress,Jeffrey Toobin,130410.0,30.0,5.94,2.53,0.89,1.63,"['Nonfiction', 'True Crime', 'History', 'Biography', 'Crime', 'Audiobook', 'American History']",2016.0
1026,Until I Find You,Rea Frey,87784.0,56.43,7.99,2.94,0.96,1.98,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Psychological Thriller', 'Adult']",2020.0
1027,Serotonin,Michel Houellebecq,81773.0,35.34,8.69,4.25,2.0,2.25,"['Fiction', 'France', 'Contemporary', 'French Literature', 'Novels', 'Literature', '21st Century']",2019.0
1028,Skinny Legs and All,Tom Robbins,151291.0,67.99,7.63,3.14,1.3,1.84,"['Fiction', 'Humor', 'Literature', 'Novels', 'Magical Realism', 'Fantasy', 'Contemporary']",1990.0
1029,Crosshairs,Catherine Hernandez,82084.0,67.99,6.18,2.27,0.84,1.43,"['Fiction', 'LGBT', 'Dystopia', 'Queer', 'Science Fiction', 'Canada', 'Speculative Fiction']",2020.0
1030,Internment,Samira Ahmed,89857.0,50.93,8.24,2.61,0.77,1.84,"['Young Adult', 'Fiction', 'Dystopia', 'Contemporary', 'Realistic Fiction', 'Science Fiction', 'Audiobook']",2019.0
1031,Dreamland,Nicholas Sparks,89955.0,53.27,8.04,3.55,1.21,2.34,"['Romance', 'Fiction', 'Audiobook', 'Contemporary', 'Adult', 'Chick Lit', 'Contemporary Romance']",2022.0
1032,The Familiars,Stacey Halls,91192.0,55.27,8.32,2.85,0.87,1.98,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Witches', 'Audiobook', 'Adult']",2019.0
1033,Innocence,Dean Koontz,98625.0,57.41,7.32,2.65,0.82,1.83,"['Fiction', 'Horror', 'Fantasy', 'Thriller', 'Mystery', 'Suspense', 'Paranormal']",2014.0
1034,Hospital of the Transfiguration,Stanislaw Lem,62550.0,61.21,6.85,3.2,1.37,1.83,"['Fiction', 'Science Fiction', 'Polish Literature', 'Historical Fiction', 'Poland', 'Novels', 'War']",1955.0
1035,The Dream Weavers,Barbara Erskine,169171.0,45.46,8.9,3.01,1.12,1.89,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Paranormal', 'Time Travel', 'Contemporary']",2021.0
1036,Later,Stephen King,69265.0,39.87,9.45,2.76,0.67,2.09,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Audiobook', 'Crime', 'Paranormal']",2021.0
1037,All Over the Place,Geraldine DeRuiter,69783.0,41.02,8.37,3.82,1.86,1.96,"['Travel', 'Nonfiction', 'Memoir', 'Humor', 'Biography', 'Audiobook', 'Essays']",2017.0
1038,Peacekeepers,James Rosone & Miranda Watson,116836.0,37.78,7.12,2.9,1.23,1.68,"['Fiction', 'Thriller', 'Military Fiction', 'War']",2019.0
1039,Stamped,Jason Reynolds & Ibram X. Kendi,34467.0,36.61,7.45,2.52,1.0,1.53,"['Nonfiction', 'History', 'Audiobook', 'Race', 'Social Justice', 'Anti Racist', 'Politics']",2020.0
1040,The Other Emily,Dean Koontz,92930.0,50.93,8.3,2.58,0.78,1.8,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Science Fiction', 'Audiobook', 'Mystery Thriller']",2021.0
1041,All Roads End Here,David Moody,92489.0,44.4,9.3,3.29,1.12,2.17,"['Horror', 'Audiobook', 'Fiction', 'Science Fiction', 'Zombies', 'Thriller']",2019.0
1042,Blood Runs Cold,Dylan Young,83116.0,42.38,8.5,2.67,0.85,1.82,"['Crime', 'Thriller', 'Mystery', 'Mystery Thriller', 'British Literature']",2018.0
1043,A Legacy of Storms and Starlight,Victoria J. Price,113484.0,57.08,7.75,2.32,0.76,1.56,"['Fantasy', 'Young Adult', 'Fae', 'Fantasy Romance', 'Fiction', 'Romance', 'Young Adult Fantasy']",2022.0
1044,The Taxidermist’s Lover,Polly Hall,69588.0,75.22,6.87,2.59,0.79,1.8,"['Horror', 'Gothic', 'Adult', 'Thriller', 'Romance', 'Dark', 'Fiction']",2020.0
1045,Sunken Graves,Alan Lee,89713.0,48.62,8.41,1.96,0.52,1.43,['Thriller'],2021.0
1046,A Single Source,Peter Hanington,96594.0,52.29,7.46,2.47,0.67,1.8,['Thriller'],2019.0
1047,On Turpentine Lane,Elinor Lipman,71871.0,35.38,9.49,3.18,1.02,2.17,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Humor', 'Audiobook', 'Mystery']",2017.0
1048,Sinister Magic,Lindsay Buroker,83069.0,55.43,8.64,2.41,0.85,1.56,"['Urban Fantasy', 'Fantasy', 'Dragons', 'Paranormal', 'Magic', 'Vampires', 'Fae']",2020.0
1049,House Standoff,Mike Lawson,84617.0,36.48,10.06,2.58,0.8,1.78,"['Thriller', 'Mystery', 'Fiction', 'Crime', 'Suspense', 'Mystery Thriller']",2021.0
1050,The Memory Thief,Jodi Lynn Anderson,61700.0,61.82,7.09,3.2,0.99,2.21,"['Fantasy', 'Middle Grade', 'Witches', 'Ghosts', 'Paranormal', 'Magic', 'Fiction']",2021.0
1051,The Fated Sky,Mary Robinette Kowal,100845.0,47.06,8.17,2.33,0.71,1.61,"['Science Fiction', 'Fiction', 'Alternate History', 'Historical Fiction', 'Space', 'Historical', 'Adult']",2018.0
1052,Blood in the Cage,L. Jon Wertheim,85754.0,41.26,6.56,2.8,1.29,1.51,"['Nonfiction', 'Sports', 'Mixed Martial Arts', 'Martial Arts', 'Biography', 'Journalism']",2009.0
1053,The Night Train to Berlin,Melanie Hudson,84996.0,44.94,8.08,3.48,1.27,2.21,"['Historical Fiction', 'Fiction', 'World War II', 'Romance', 'War', 'Contemporary', 'Historical Romance']",2021.0
1054,Vengeance,Zachary Lazar,58463.0,50.74,7.7,2.81,0.73,2.08,"['Fiction', 'Contemporary', 'Race', 'American']",2018.0
1055,An Echo in the Bone,Diana Gabaldon,406033.0,54.97,7.23,3.41,1.59,1.82,"['Historical Fiction', 'Romance', 'Fiction', 'Fantasy', 'Time Travel', 'Historical', 'Historical Romance']",2009.0
1056,"No 44, The Mysterious Stranger",Mark Twain,69970.0,31.7,8.87,3.57,1.11,2.47,"['Fiction', 'Literature', 'American', 'Classics', 'Literary Fiction', 'The World', '19th Century']",2002.0
