,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
10027,Evershore Skyward Flight,Brandon Sanderson & Janci Patterson,62540.0,34.28,9.9,2.53,0.81,1.72,"['Science Fiction', 'Young Adult', 'Fantasy', 'Fiction', 'Short Stories', 'Novella', 'Space Opera']",2022.0
10028,"Sex, Spooks and Sauvignon",Tracy Whitwell,74331.0,49.22,10.22,3.87,1.37,2.5,"['Mystery', 'Fiction', 'Fantasy', 'Paranormal', 'Crime', 'Humor', 'Supernatural']",2012.0
10029,The Stars Wait Not,Anne Wheeler,67532.0,40.61,9.85,3.24,0.83,2.41,"['Science Fiction', 'Romance']",2020.0
10030,The Last Werewolf,Glen Duncan,96085.0,53.73,8.08,2.94,1.21,1.73,"['Fantasy', 'Horror', 'Fiction', 'Werewolves', 'Paranormal', 'Urban Fantasy', 'Supernatural']",2011.0
10031,Small Fry,Lisa Brennan-Jobs,112016.0,60.15,7.68,2.33,0.54,1.79,"['Memoir', 'Nonfiction', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Adult']",2018.0
10032,Mrs. Everything,Jennifer Weiner,153655.0,65.74,7.9,2.18,0.68,1.5,"['Fiction', 'Historical Fiction', 'Chick Lit', 'Audiobook', 'Contemporary', 'LGBT', 'Adult']",2019.0
10033,Masks,E. C. Blake,123763.0,60.67,7.11,3.2,1.14,2.06,"['Fantasy', 'Young Adult', 'Magic', 'Fiction', 'Dystopia', 'Romance', 'Young Adult Fantasy']",2013.0
10034,Simple Truth,David Baldacci,142766.0,36.99,8.18,3.58,1.35,2.22,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Legal Thriller']",1998.0
10035,The Private Life of Chairman Mao,Li Zhisui,253438.0,29.04,7.8,2.82,1.02,1.8,"['China', 'History', 'Biography', 'Nonfiction', 'Politics', 'Asia', 'Memoir']",1988.0
10036,Blastaway,Melissa Landers,73935.0,51.8,7.59,2.59,0.67,1.92,"['Science Fiction', 'Middle Grade', 'Space', 'Adventure', 'Childrens', 'Action', 'Teen']",2019.0
10037,Lies of Descent,Troy Carrol Bucher,151160.0,52.85,7.78,2.16,0.61,1.55,"['Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Fiction']",2019.0
10038,Raze,Dakota Krout,100026.0,40.6,7.67,3.06,1.22,1.84,"['Fantasy', 'Fiction', 'Magic', 'Science Fiction', 'Audiobook', 'Role Playing Games', 'Action']",2019.0
10039,The Monsters We Defy,Leslye Penelope,100695.0,49.97,7.56,2.8,1.03,1.76,"['Fantasy', 'Historical Fiction', 'Historical', 'Fiction', 'Paranormal', 'Adult', 'Mystery']",2022.0
10040,The Art of Living,Thich Nhat Hanh,41924.0,31.51,9.5,2.8,0.8,2.0,"['Spirituality', 'Nonfiction', 'Philosophy', 'Buddhism', 'Self Help', 'Audiobook', 'Religion']",2017.0
10041,The Himalayan Codex,Bill Schutt & J. R. Finch,95425.0,53.93,6.25,3.89,1.83,2.06,"['Fiction', 'Thriller', 'Mystery', 'Historical Fiction', 'Adventure', 'Action', 'Science Fiction']",2017.0
10042,Hiding Man,Tracy Daugherty,194431.0,37.03,5.98,2.4,1.04,1.36,"['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'United States', 'Writing', 'Literature']",2009.0
10043,Radical Markets,Eric A. Posner & E. Glen Weyl,74229.0,18.32,6.05,3.4,1.47,1.93,"['Economics', 'Nonfiction', 'Politics', 'Business', 'Finance', 'Philosophy', 'Social Science']",2018.0
10044,The Mermaid,Christina Henry,73694.0,39.08,9.41,3.16,0.92,2.24,"['Fantasy', 'Historical Fiction', 'Fiction', 'Mermaids', 'Retellings', 'Historical', 'Adult']",2018.0
10045,The Sanctuary Murders,Susanna Gregory,111991.0,32.19,9.49,3.78,1.36,2.42,"['Mystery', 'Historical Fiction', 'Historical', 'Historical Mystery', 'Medieval']",2019.0
10046,Boyfriend for Hire,Kendall Ryan,48982.0,49.11,8.19,3.57,1.38,2.19,"['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'New Adult', 'Audiobook', 'Fiction']",2019.0
10047,The Hardy Boys: The Case of the Psychic’s V,Franklin W. Dixon,33930.0,25.95,9.8,2.97,0.97,2.0,"['Mystery', 'Fiction', 'Childrens']",2003.0
10048,Exit Music,Ian Rankin,120033.0,39.89,8.73,2.65,0.68,1.97,"['Mystery', 'Crime', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller']",2007.0
10049,Realm of Mirrors,Sonya Bateman,61181.0,48.11,8.51,3.63,1.46,2.17,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Magic', 'Supernatural', 'Urban']",2016.0
10050,Snakes and Shadows,Amy Hopkins & Michael Anderle,67992.0,62.38,6.95,2.84,1.11,1.73,"['Fantasy', 'Adventure', 'Urban Fantasy', 'Paranormal']",2019.0
10051,On the Cliffs of Foxglove Manor,Jaime Jo Wright,106520.0,54.61,7.58,2.56,0.81,1.75,"['Christian Fiction', 'Historical Fiction', 'Mystery', 'Fiction', 'Suspense', 'Romance', 'Christian']",2021.0
10052,A Guide to the Good Life,William B. Irvine,73471.0,17.76,9.42,3.48,1.29,2.19,"['Philosophy', 'Nonfiction', 'Self Help', 'Psychology', 'Personal Development', 'Spirituality', 'History']",2008.0
10053,Revenant Gun,Yoon Ha Lee,124295.0,35.15,9.37,3.26,1.16,2.1,"['Science Fiction', 'Fiction', 'Space Opera', 'Queer', 'LGBT', 'Fantasy', 'Science Fiction Fantasy']",2018.0
10054,The Night You Left,Emma Curtis,105737.0,46.16,9.96,2.83,0.99,1.84,"['Thriller', 'Mystery', 'Mystery Thriller', 'Crime']",2019.0
10055,The Maker of Swans,Paraic O’Donnell,101082.0,57.16,8.39,3.08,1.15,1.93,"['Fantasy', 'Fiction', 'Magical Realism', 'Gothic', 'Mystery', 'Literary Fiction', 'Historical Fiction']",2016.0
10056,Defending the Galaxy,Maria V. Snyder,110092.0,40.7,9.54,2.65,0.57,2.08,"['Science Fiction', 'Young Adult', 'Space', 'Romance', 'Fantasy', 'Aliens', 'Space Opera']",2020.0
10057,Fool’s Fate,Robin Hobb,325266.0,46.88,7.99,3.61,1.33,2.28,"['Fantasy', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Magic', 'Epic']",2003.0
10058,Your Heart Is a Muscle the Size of a Fist,Sunil Yapa,73983.0,62.9,6.29,2.29,0.7,1.59,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Politics', 'Contemporary', 'Adult Fiction', 'Novels']",2016.0
10059,Dark Side of the Moon,Sherrilyn Kenyon,109917.0,39.06,8.59,3.13,1.12,2.01,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']",2006.0
10060,"Darkness, My Old Friend",Lisa Unger,112449.0,43.87,9.72,2.86,0.79,2.07,"['Mystery', 'Thriller', 'Fiction', 'Suspense', 'Mystery Thriller', 'Audiobook', 'Crime']",2011.0
10061,The Past Through Tomorrow,Robert A. Heinlein,304155.0,36.32,8.51,3.1,1.2,1.89,"['Science Fiction', 'Fiction', 'Short Stories', 'Science Fiction Fantasy', 'Anthologies', 'Classics', 'Fantasy']",1967.0
10062,"Everything, Everything",Nicola Yoon,46697.0,50.16,8.66,4.1,1.96,2.14,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Audiobook', 'Young Adult Contemporary']",2015.0
10063,The Candle Man,Alex Scarrow,100414.0,53.84,7.09,3.56,1.52,2.04,"['Historical Fiction', 'Horror', 'Crime', 'Mystery', 'Fiction', 'Thriller', 'Historical']",2012.0
10064,Last Light,Terri Blackstock,106417.0,43.69,9.51,2.48,0.54,1.94,"['Christian Fiction', 'Christian', 'Fiction', 'Mystery', 'Suspense', 'Dystopia', 'Thriller']",2005.0
10065,Blue Mars,Kim Stanley Robinson,265677.0,54.47,7.23,3.43,1.05,2.38,"['Science Fiction', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Novels']",1996.0
10066,Monsters,Melissa Jane,65928.0,53.8,7.41,3.03,1.22,1.8,"['Thriller', 'Suspense', 'Romance', 'Dark', 'Romantic Suspense', 'Fiction', 'Adult']",2018.0
10067,The Final Empire,Brandon Sanderson,212146.0,46.64,8.13,3.97,1.63,2.35,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Magic', 'Audiobook']",2006.0
10068,Armada,Ernest Cline,111377.0,44.27,6.04,3.32,1.21,2.12,"['Science Fiction', 'Fiction', 'Young Adult', 'Audiobook', 'Fantasy', 'Science Fiction Fantasy', 'Adventure']",2015.0
10069,Squeeze Me,Carl Hiaasen,93792.0,60.23,7.39,2.72,1.07,1.65,"['Fiction', 'Humor', 'Mystery', 'Audiobook', 'Crime', 'Adult Fiction', 'Politics']",2020.0
10070,Vacuuming in the Nude,Peggy Rowe,50986.0,49.02,7.25,2.56,0.89,1.67,"['Humor', 'Nonfiction', 'Memoir', 'Audiobook', 'Biography', 'Autobiography', 'Biography Memoir']",2022.0
10071,Goddess in the Machine,Lora Beth Johnson,107203.0,50.66,8.86,2.43,0.63,1.8,"['Science Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Fiction', 'Romance', 'Space']",2020.0
10072,The Tuscan Girl,Angela Petch,101095.0,64.52,7.66,2.51,0.65,1.86,"['Historical Fiction', 'World War II', 'Italy', 'Historical', 'Fiction', 'War', 'Novels']",2020.0
10073,Assassin’s Revenge,Ward Larsen,122177.0,47.9,7.78,3.19,1.37,1.82,"['Thriller', 'Mystery', 'Fiction', 'Action', 'Espionage', 'Crime']",2019.0
10074,House of Correction,Nicci French,104837.0,39.41,9.93,3.11,1.16,1.95,"['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Suspense']",2020.0
10075,When Rains Fall,Cassidy Taylor,107929.0,56.5,7.66,2.5,0.76,1.75,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Adventure']",2017.0
10076,The First Wife,Jill Childs,77105.0,65.65,6.76,2.97,0.94,2.03,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Psychological Thriller', 'Book Club']",2020.0
10077,The Warning,Kathryn Croft,91686.0,24.02,12.0,3.85,1.07,2.78,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Psychological Thriller', 'Adult', 'Audiobook']",2018.0
10078,Please Don’t Tell,Laura Tims,72865.0,48.36,10.09,2.88,0.85,2.03,"['Young Adult', 'Mystery', 'Contemporary', 'Thriller', 'Mystery Thriller', 'Fiction', 'Realistic Fiction']",2016.0
10079,Broken Government,John W. Dean,56730.0,17.23,6.38,3.05,1.51,1.54,"['Politics', 'Nonfiction', 'History', 'Government', 'American', 'Political Science', 'Audiobook']",2007.0
10080,The Lost Gutenberg,Margaret Leslie Davis,60618.0,40.46,5.28,2.38,1.13,1.26,"['Nonfiction', 'History', 'Books About Books', 'Biography', 'Audiobook', 'Microhistory', 'Historical']",2019.0
10081,Unfinished Business,Nora Roberts,58343.0,50.63,9.7,2.96,0.92,2.04,"['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Adult', 'Adult Fiction']",1992.0
10082,Special Deluxe,Neil Young,90054.0,48.88,7.4,2.65,0.96,1.7,"['Music', 'Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Canada', 'American']",2014.0
10083,Essex Dogs,Dan Jones,119644.0,62.51,6.13,2.66,0.9,1.77,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'France', 'War', 'British Literature']",2022.0
10084,The Snow Day Murders,Peter Boon,45018.0,32.49,9.83,3.85,1.44,2.41,"['Mystery', 'Fiction']",2021.0
10085,Necessary People,Anna Pitoniak,97318.0,45.72,8.92,2.87,1.03,1.84,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Suspense', 'Adult']",2019.0
10086,The Realm Between,Phoenix Grey,109420.0,54.68,7.99,3.23,1.33,1.89,"['Fantasy', 'Fiction', 'Science Fiction', 'Role Playing Games', 'Audiobook']",2018.0
10087,The Spider Heist,Jason Kasper,81658.0,50.57,7.08,3.1,1.08,2.02,"['Thriller', 'Fiction', 'Action', 'Mystery', 'Crime', 'Mystery Thriller', 'Suspense']",2019.0
10088,The Saturday Night Ghost Club,Craig Davidson,51911.0,70.51,6.36,2.23,0.72,1.5,"['Horror', 'Fiction', 'Mystery', 'Coming Of Age', 'Young Adult', 'Canada', 'Audiobook']",2018.0
10089,A Brief History of China,Jonathan Clements,113091.0,40.08,5.32,2.6,1.21,1.39,"['History', 'Nonfiction', 'China', 'Ancient History']",2019.0
10090,Grave Errors,Carol J. Perry,87459.0,51.26,8.01,2.65,0.86,1.79,"['Mystery', 'Cozy Mystery', 'Paranormal', 'Witches', 'Fiction', 'Halloween', 'Urban Fantasy']",2017.0
10091,Year of the Flood,Margaret Atwood,119189.0,60.83,9.58,3.13,0.69,2.45,"['Fiction', 'Science Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Canada', 'Speculative Fiction']",2009.0
10092,Rocks of Ages,Stephen Jay Gould,43840.0,22.14,4.43,3.65,1.69,1.95,"['Science', 'Religion', 'Nonfiction', 'Philosophy', 'History', 'Evolution', 'Popular Science']",1999.0
10093,Death in Eden,Paul Heald,110032.0,43.02,7.29,2.88,1.21,1.67,"['Mystery', 'Fiction']",2014.0
10094,Mutiny on the Bounty,Peter Fitzsimons,195167.0,42.95,7.24,3.71,1.42,2.29,"['History', 'Nonfiction', 'Historical', 'Australia', 'Audiobook', 'Adventure', 'Survival']",2018.0
10095,The Spy with the Red Balloon,Katherine Locke,103927.0,44.15,8.79,2.69,0.89,1.79,"['Historical Fiction', 'Fantasy', 'Young Adult', 'LGBT', 'Historical', 'Queer', 'Fiction']",2018.0
10096,A Christmas Memory,Richard Paul Evans,38672.0,57.61,8.46,2.91,0.76,2.15,"['Christmas', 'Fiction', 'Historical Fiction', 'Holiday', 'Audiobook', 'Christian', 'Family']",2022.0
10097,Angel of the Underground,David Andreas,33565.0,67.05,6.18,2.38,0.98,1.41,"['Horror', 'Fiction', 'Thriller']",2017.0
10098,Side Effects,Michael Palmer,102930.0,38.76,8.12,3.22,1.24,1.98,"['Fiction', 'Mystery', 'Thriller', 'Medical', 'Suspense', 'Mystery Thriller', 'Crime']",1986.0
10099,The Ghosts of Sherwood,Carrie Vaughn,18374.0,44.78,8.74,3.35,0.93,2.42,"['Fantasy', 'Historical Fiction', 'Novella', 'Retellings', 'Fiction', 'Historical', 'Young Adult']",2020.0
10100,Heartbreak Hotel,Jonathan Kellerman,86405.0,49.81,7.39,2.44,0.89,1.55,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Audiobook']",2017.0
10101,Equilibrium,Glynn Stewart,87930.0,32.66,8.76,2.69,1.21,1.48,"['Science Fiction', 'Military Fiction', 'Space Opera']",2021.0
10102,High Alert,Alex Lukeman,61594.0,42.6,9.52,1.58,0.41,1.17,"['Thriller', 'Audiobook', 'Fiction', 'Adventure']",2017.0
10103,The Island House,Nancy Thayer,90363.0,52.67,8.23,2.84,0.98,1.85,"['Fiction', 'Chick Lit', 'Romance', 'Womens Fiction', 'Contemporary', 'Adult', 'Adult Fiction']",2016.0
10104,Murder in Chicago,Dianne Harman,40837.0,38.29,9.03,3.39,1.06,2.33,"['Mystery', 'Cozy Mystery']",2019.0
10105,RoseBlood,A. G. Howard,118727.0,78.39,6.31,2.35,0.49,1.86,"['Fantasy', 'Young Adult', 'Retellings', 'Romance', 'Paranormal', 'Fiction', 'Vampires']",2017.0
10106,Magic Binds,Ilona Andrews,105292.0,52.07,8.28,2.25,0.61,1.64,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Shapeshifters']",2016.0
10107,White Trash,Nancy Isenberg,113403.0,41.08,5.14,2.09,1.08,1.01,"['History', 'Nonfiction', 'Politics', 'Sociology', 'American History', 'Audiobook', 'Race']",2016.0
10108,The Makings of a Warrior,Peter Wacht,51105.0,40.39,7.61,4.2,1.71,2.49,"['Fantasy', 'Young Adult Fantasy', 'Magic', 'Romance']",2019.0
10109,The Book of the Unwinding,J. D. Horn,92473.0,47.69,7.25,2.03,0.37,1.66,"['Fantasy', 'Fiction', 'Paranormal', 'Urban Fantasy', 'Witches', 'Magic', 'Supernatural']",2018.0
10110,Quality of Mercy,Faye Kellerman,199728.0,56.94,7.08,2.82,0.99,1.83,"['Mystery', 'Fiction', 'Historical Fiction', 'Historical', 'British Literature', 'Jewish', 'Mystery Thriller']",1989.0
10111,Life After the Third Reich,Paul Roland,42684.0,28.23,7.3,2.38,1.01,1.38,"['History', 'World War II']",2018.0
10112,Working,Robert A. Caro,64320.0,31.16,8.12,3.22,0.9,2.32,"['Writing', 'Nonfiction', 'Memoir', 'Biography', 'History', 'Politics', 'Biography Memoir']",2019.0
10113,"Life After Death, The Burden of Proof",Deepak Chopra,77676.0,30.96,7.95,2.95,1.12,1.83,"['Spirituality', 'Nonfiction', 'Philosophy', 'Religion', 'Self Help', 'Psychology', 'Death']",2006.0
10114,Dark Illusion,Christine Feehan,133930.0,42.01,9.27,3.13,1.17,1.96,"['Paranormal', 'Romance', 'Paranormal Romance', 'Vampires', 'Fantasy', 'Fiction', 'Magic']",2019.0
10115,Uncommon Sense Teaching,Barbara Oakley,68983.0,25.16,6.94,3.33,1.44,1.89,"['Education', 'Teaching', 'Nonfiction', 'Psychology', 'Science', 'Self Help', 'Neuroscience']",2021.0
10116,The Hunted,Jo McCready,58574.0,42.91,8.42,2.93,1.2,1.74,['Mystery Thriller'],2020.0
10117,A Shadowed Fate,Marty Ambrose,62410.0,42.57,6.46,3.27,1.14,2.13,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Mystery Thriller']",2008.0
10118,Blue on Black,Michael Connelly,2602.0,47.19,8.46,2.5,0.69,1.81,"['Mystery', 'Fiction', 'Short Stories', 'Crime', 'Audiobook', 'Detective', 'Mystery Thriller']",2010.0
10119,Crystal Heart,Whitney Morris,117435.0,40.03,10.09,2.87,0.92,1.95,"['Fantasy', 'Magic']",2020.0
10120,A Clockwork Orange,Anthony Burgess,58638.0,42.7,7.57,3.86,0.39,3.47,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Horror', 'Novels']",1962.0
10121,The Hunting Ground,Jean Heller,102261.0,37.42,8.59,2.52,0.73,1.79,"['Mystery', 'Fiction']",2016.0
10122,A River of Royal Blood,Amanda Joy,88628.0,57.3,7.5,2.46,0.73,1.73,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Fiction', 'Romance', 'Magic', 'High Fantasy']",2019.0
10123,A Darkness at Sethanon,Raymond E. Feist,159331.0,47.48,7.17,2.69,0.89,1.81,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure']",1986.0
10124,The Dark Half,Stephen King,154515.0,45.19,8.89,3.18,1.17,2.01,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Mystery', 'Audiobook']",1989.0
10125,The Conference of the Birds,Ransom Riggs,75705.0,49.81,7.88,3.3,1.18,2.12,"['Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Audiobook', 'Horror', 'Mystery']",2020.0
10126,Gwendy’s Magic Feather,Richard Chizmar,43775.0,62.35,5.8,2.74,0.88,1.86,"['Horror', 'Fantasy', 'Fiction', 'Mystery', 'Audiobook', 'Thriller', 'Paranormal']",2019.0
10127,Devils and Saints,Jean-Baptiste Andrea,63425.0,51.05,7.96,2.68,0.89,1.79,"['Fiction', 'Literary Fiction', 'France', 'French Literature']",2021.0
10128,Those That Remain,Rob Ashman,81599.0,43.85,8.27,2.4,0.66,1.74,"['Thriller', 'Mystery', 'Crime', 'Mystery Thriller', 'Amazon']",2017.0
10129,Convincing Alex,Nora Roberts,61586.0,48.33,8.47,2.91,0.99,1.92,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Harlequin', 'Family']",1994.0
10130,Bucket List,Peter Mohl,146165.0,39.69,9.01,2.8,1.02,1.78,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Mystery Thriller', 'Sweden', 'Nordic Noir']",2020.0
10131,How To Write Fiction Without The Fuss,Lucy McCarraher,31090.0,20.76,7.05,2.76,1.02,1.75,['Writing'],2013.0
10132,The 3rd Woman,Jonathan Freedland,132090.0,35.11,8.85,3.16,1.04,2.12,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Dystopia', 'Politics']",2014.0
10133,Wicked Hope,Eliza Raine,55938.0,50.12,8.24,2.82,1.09,1.73,"['Fantasy', 'Angels', 'Romance', 'Paranormal', 'Shapeshifters', 'Urban Fantasy', 'Adult']",2021.0
10134,Deadly Departed,David Bussell,112246.0,51.9,7.68,2.45,0.68,1.77,['Urban Fantasy'],2020.0
10135,A Flight of Arrows,A. J. Mackenzie,127419.0,50.46,7.61,2.62,0.76,1.86,"['Historical Fiction', 'Medieval']",2021.0
10136,A Brief History of Seven Killings,Marlon James,240922.0,43.35,6.92,2.92,0.43,2.49,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Crime', 'Mystery', 'Novels', 'Historical']",2014.0
10137,Going Rogue,Neil Lancaster,97916.0,43.05,8.14,3.25,1.42,1.83,"['Thriller', 'Crime', 'Action']",2019.0
10138,Not My Boy,Kelly Simmons,75769.0,46.02,9.06,3.33,1.15,2.18,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Contemporary', 'Suspense', 'Adult']",2021.0
10139,Grave Girl,Dan Padavona,68617.0,48.68,7.97,1.74,0.26,1.48,['Mystery'],2022.0
10140,Period. End of Sentence.,Anita Diamant,26778.0,46.74,5.93,2.01,0.77,1.24,"['Nonfiction', 'Feminism', 'Womens', 'Health', 'Science', 'Activism', 'Adult']",2021.0
10141,"Will Grayson, Will Grayson",John Green & David Levithan,74484.0,36.93,9.36,3.91,1.35,2.55,"['Young Adult', 'Contemporary', 'LGBT', 'Fiction', 'Romance', 'Queer', 'Realistic Fiction']",2010.0
10142,Double Feature,Donald E. Westlake,72904.0,41.13,8.52,3.35,0.99,2.36,"['Mystery', 'Crime', 'Fiction', 'Hard Boiled', 'Noir', 'Suspense', 'Pulp']",1977.0
10143,Portrait In Sepia,Isabel Allende,110826.0,45.61,6.86,2.31,0.68,1.63,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Romance', 'Historical', 'Novels', 'Spanish Literature']",2000.0
10144,Designing for Growth,Jeanne Liedtka & Tim Ogilvie,57459.0,22.67,6.57,2.81,1.0,1.8,"['Business', 'Design', 'Nonfiction', 'Leadership', 'Management', 'Entrepreneurship', 'Self Help']",2011.0
10145,Rip the Angels from Heaven,David Krugler,98564.0,45.9,8.19,2.7,0.88,1.82,"['Historical Fiction', 'Mystery Thriller', 'Mystery', 'Fiction']",2018.0
10146,The Kiss Curse,Erin Sterling,72707.0,48.59,7.98,4.04,1.64,2.39,"['Romance', 'Fantasy', 'Paranormal', 'Witches', 'Fiction', 'Adult', 'Contemporary']",2022.0
10147,Half Asleep In Frog Pajamas,Tom Robbins,118332.0,59.12,7.89,3.4,1.44,1.96,"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Magical Realism', 'Modern']",1994.0
10148,Catullus’ Bedspread,Daisy Dunn,61496.0,40.03,6.46,2.67,1.02,1.64,"['History', 'Biography', 'Nonfiction', 'Poetry', 'Classics', 'Ancient History', 'Classical Studies']",2016.0
10149,Beyond the Gate,Mary SanGiovanni,75816.0,49.18,7.92,2.92,1.15,1.77,"['Horror', 'Mystery Thriller', 'Mystery', 'Paranormal', 'Fiction']",2019.0
10150,Tehanu,Ursula K. Le Guin,68024.0,53.17,7.88,2.43,0.61,1.83,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Dragons', 'Magic']",1990.0
10151,The Blended Ones,Angela J. Ford,93426.0,66.99,6.51,2.0,0.63,1.37,['Fantasy'],2017.0
10152,The Netherwell Horror,Lee Mountford,72252.0,49.84,8.32,3.67,1.4,2.27,"['Horror', 'Novels', 'Supernatural', 'Occult', 'Audiobook', 'Fiction']",2019.0
10153,The Improbability of Love,Hannah Rothschild,149460.0,56.28,6.82,2.73,1.25,1.49,"['Fiction', 'Historical Fiction', 'Art', 'Contemporary', 'Romance', 'Mystery', 'Historical']",2015.0
10154,Notes on a Silencing,Lacy Crawford,109346.0,44.3,8.6,2.82,0.81,2.01,"['Memoir', 'Nonfiction', 'True Crime', 'Audiobook', 'Biography', 'Feminism', 'Crime']",2020.0
10155,The Saints of Swallow Hill,Donna Everhart,105682.0,53.71,7.08,2.43,0.58,1.86,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Southern', 'Contemporary', 'Adult']",2022.0
10156,Strangers in Venice,A. W. Hartoin,116584.0,44.24,9.04,2.68,0.91,1.76,"['Historical Fiction', 'Fiction']",2019.0
10157,Only the Dead Know Burbank,Bradford Tatum,101578.0,72.98,7.04,2.74,1.1,1.64,"['Horror', 'Fiction', 'Historical Fiction', 'Fantasy', 'Novels', 'Adult Fiction', 'Speculative Fiction']",2016.0
10158,Yellowstone Survival,Bobby Akart,63592.0,57.83,6.08,2.46,1.05,1.41,"['Fiction', 'Post Apocalyptic', 'Adventure', 'Action', 'Science Fiction']",2018.0
10159,Inhuman Resources,Pierre Lemaitre,107121.0,32.45,8.96,2.94,0.98,1.97,"['Thriller', 'Fiction', 'Crime', 'France', 'Suspense', 'Mystery', 'Novels']",2010.0
10160,Inferno,Dan Brown,149306.0,55.7,6.24,3.4,1.67,1.74,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Historical Fiction', 'Suspense', 'Adventure']",2013.0
10161,The Hunting Party,Lucy Foley,95114.0,41.7,9.74,3.97,1.48,2.49,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Crime', 'Suspense']",2018.0
10162,The Poisonwood Bible,Barbara Kingsolver,178677.0,55.41,7.14,3.11,1.02,2.09,"['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature']",1998.0
10163,See Her Die,Margaret Murphy,107793.0,43.65,7.48,2.4,0.86,1.54,"['Mystery', 'Fiction', 'Thriller']",2005.0
10164,A Gambler’s Anatomy,Jonathan Lethem,88817.0,59.73,7.53,2.93,1.1,1.83,"['Fiction', 'Literary Fiction', 'Novels', 'Literature', 'Contemporary', 'Fantasy', 'Audiobook']",2016.0
10165,Killing with Confetti,Peter Lovesey,84509.0,44.6,10.17,2.38,0.74,1.64,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Audiobook', 'Animals', 'Detective']",2019.0
10166,Empire City,Matt Gallacher,100773.0,48.97,7.12,2.17,0.4,1.77,"['Fiction', 'Science Fiction', 'Fantasy', 'War']",2020.0
10167,On Juneteenth,Annette Gordon-Reed,29552.0,27.44,7.49,2.77,1.17,1.6,"['History', 'Nonfiction', 'Memoir', 'Race', 'Essays', 'Audiobook', 'African American']",2021.0
10168,The Impossible Girl,Lydia Kang,100501.0,56.62,8.42,3.39,1.1,2.29,"['Historical Fiction', 'Mystery', 'Fiction', 'Fantasy', 'Historical', 'Young Adult', 'Romance']",2018.0
10169,"Marxism, Philosophy and Economics",Thomas Sowell,73857.0,13.25,4.71,2.9,1.3,1.6,"['Economics', 'Philosophy', 'Politics', 'Nonfiction', 'History', 'Audiobook', 'Biography']",1985.0
